source,source_row,raw_smiles,canonical_smiles,status,representative_source_row
gpcrdb,0,COc1ccccc1N1CCN(CCCCn2ncc(=O)n(C)c2=O)CC1,COc1ccccc1N1CCN(CCCCn2ncc(=O)n(C)c2=O)CC1,eligible,0
gpcrdb,1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(C)NC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(C)NC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,eligible,1
gpcrdb,2,CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)CCC4C(C2)N(C)CCC341,CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)CCC4C(C2)N(C)CCC341,eligible,2
gpcrdb,3,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@H]3[C@H]1C5,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@H]3[C@H]1C5,training_overlap,
gpcrdb,4,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,eligible,4
gpcrdb,5,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,training_overlap,
gpcrdb,6,CC[C@H]1C[C@@H]2C[C@H]3c4[nH]c5ccc(OC)cc5c4CC[N@@](C2)[C@@H]13,CC[C@H]1C[C@@H]2C[C@H]3c4[nH]c5ccc(OC)cc5c4CC[N@@](C2)[C@@H]13,eligible,6
gpcrdb,7,COCC[C@H]1C[C@H]2CN3CCc4c([nH]c5ccc(OC)cc45)[C@](C(=O)OC)(C2)[C@H]13,COCC[C@H]1C[C@H]2CN3CCc4c([nH]c5ccc(OC)cc45)[C@](C(=O)OC)(C2)[C@H]13,eligible,7
gpcrdb,8,CCC12CCN(CC3(O)CC3)C(Cc3ccc(O)cc31)C2(C)C,CCC12CCN(CC3(O)CC3)C(Cc3ccc(O)cc31)C2(C)C,training_overlap,
gpcrdb,9,C[C@@]12Oc3c(O)ccc4c3C13CCN(CC1CC1)C(C4)[C@]3(NC(=O)CCc1ccc([N+](=O)[O-])cc1)CCC2=O,C[C@@]12Oc3c(O)ccc4c3C13CCN(CC1CC1)C(C4)[C@]3(NC(=O)CCc1ccc([N+](=O)[O-])cc1)CCC2=O,eligible,9
gpcrdb,10,C[C@@]12Oc3c(O)ccc4c3C13CCN(CC1CC1)C(C4)[C@]3(NC(=O)/C=C/c1ccc([N+](=O)[O-])cc1)C=CC2=O,C[C@@]12Oc3c(O)ccc4c3C13CCN(CC1CC1)C(C4)[C@]3(NC(=O)/C=C/c1ccc([N+](=O)[O-])cc1)C=CC2=O,eligible,10
gpcrdb,11,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(NC(=O)/C=C/c5ccc([N+](=O)[O-])cc5)C(C2)N(C)CCC314,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(NC(=O)/C=C/c5ccc([N+](=O)[O-])cc5)C(C2)N(C)CCC314,eligible,11
gpcrdb,12,COc1ccc2c3c1O[C@H]1C(=O)C=C[C@@]4(NC(=O)/C=C/c5ccc([N+](=O)[O-])cc5)C(C2)N(CC2CC2)CCC314,COc1ccc2c3c1O[C@H]1C(=O)C=C[C@@]4(NC(=O)/C=C/c5ccc([N+](=O)[O-])cc5)C(C2)N(CC2CC2)CCC314,eligible,12
gpcrdb,13,CN1CCC23c4c5ccc(O)c4O[C@@]2(C)C(=O)CC[C@@]3(NC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)C1C5,CN1CCC23c4c5ccc(O)c4O[C@@]2(C)C(=O)CC[C@@]3(NC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)C1C5,eligible,13
gpcrdb,14,C[C@@]12Oc3c(O)ccc4c3C13CCN(CC1CC1)C(C4)[C@]3(NC(=O)/C=C/c1ccc([N+](=O)[O-])cc1)CCC2=O,C[C@@]12Oc3c(O)ccc4c3C13CCN(CC1CC1)C(C4)[C@]3(NC(=O)/C=C/c1ccc([N+](=O)[O-])cc1)CCC2=O,eligible,14
gpcrdb,15,COc1ccc2c3c1O[C@H]1C(=O)C=C[C@@]4(NC(=O)/C=C/c5ccc([N+](=O)[O-])cc5)C(C2)N(C)CCC314,COc1ccc2c3c1O[C@H]1C(=O)C=C[C@@]4(NC(=O)/C=C/c5ccc([N+](=O)[O-])cc5)C(C2)N(C)CCC314,eligible,15
gpcrdb,16,CN1CCC23c4c5ccc(O)c4O[C@H]2C(=O)C=C[C@@]3(NC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)C1C5,CN1CCC23c4c5ccc(O)c4O[C@H]2C(=O)C=C[C@@]3(NC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)C1C5,eligible,16
gpcrdb,17,COc1ccc2c3c1O[C@@]1(C)C(=O)C=C[C@@]4(NC(=O)/C=C/c5ccc([N+](=O)[O-])cc5)C(C2)N(C)CCC314,COc1ccc2c3c1O[C@@]1(C)C(=O)C=C[C@@]4(NC(=O)/C=C/c5ccc([N+](=O)[O-])cc5)C(C2)N(C)CCC314,eligible,17
gpcrdb,18,COCCC1CC2CN3CCc4c([nH]c5ccccc45)C(C(=O)OC)(C2)C13,COCCC1CC2CN3CCc4c([nH]c5ccccc45)C(C(=O)OC)(C2)C13,eligible,18
gpcrdb,19,CN(CC(=O)O)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@@H](N)Cc1ccc(O)cc1,CN(CC(=O)O)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@@H](N)Cc1ccc(O)cc1,eligible,19
gpcrdb,20,O=C(CSSCC(=O)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CCC1)[C@@H]2C5)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CCC1)[C@@H]2C5,O=C(CSSCC(=O)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CCC1)[C@@H]2C5)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CCC1)[C@@H]2C5,eligible,20
gpcrdb,21,C=C(C)C(=O)OC1CCC2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)C1O5,C=C(C)C(=O)OC1CCC2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)C1O5,eligible,21
gpcrdb,22,C=C(COC1CCC2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)C1O5)C(=O)OC,C=C(COC1CCC2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)C1O5)C(=O)OC,eligible,22
gpcrdb,23,CO[C@]12C=C[C@@]3(CC1[C@@H](C)N=C=S)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)[C@H]2O5,CO[C@]12C=C[C@@]3(CC1[C@@H](C)N=C=S)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)[C@H]2O5,eligible,23
gpcrdb,24,COc1ccc2c3c1O[C@@H]1C34CCN(CC3CC3)C(C2)[C@]42C=C[C@@]1(OC)C([C@@H](C)N=C=S)C2,COc1ccc2c3c1O[C@@H]1C34CCN(CC3CC3)C(C2)[C@]42C=C[C@@]1(OC)C([C@@H](C)N=C=S)C2,eligible,24
gpcrdb,25,CO[C@]12C=C[C@@]3(CC1[C@@H](C)N=C=S)C1Cc4ccc(O)c5c4C3(CCN1C)[C@H]2O5,CO[C@]12C=C[C@@]3(CC1[C@@H](C)N=C=S)C1Cc4ccc(O)c5c4C3(CCN1C)[C@H]2O5,eligible,25
gpcrdb,26,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O,eligible,26
gpcrdb,27,C[C@@]12Oc3c(O)ccc4c3[C@@]13CCN(CC1CC1)[C@H](C4)[C@]3(NC(=O)CSSCC(=O)N[C@@]13CCC(=O)[C@]4(C)Oc5c(O)ccc6c5[C@@]41CCN(CC1CC1)[C@@H]3C6)CCC2=O,C[C@@]12Oc3c(O)ccc4c3[C@@]13CCN(CC1CC1)[C@H](C4)[C@]3(NC(=O)CSSCC(=O)N[C@@]13CCC(=O)[C@]4(C)Oc5c(O)ccc6c5[C@@]41CCN(CC1CC1)[C@@H]3C6)CCC2=O,eligible,27
gpcrdb,28,CN1CCC2(c3cccc(O)c3)CCCC1C2,CN1CCC2(c3cccc(O)c3)CCCC1C2,eligible,28
gpcrdb,29,C[C@@H]1C2CCCC1(c1cccc(O)c1)CCN2C,C[C@@H]1C2CCCC1(c1cccc(O)c1)CCN2C,eligible,29
gpcrdb,30,C=C(Cl)C(=O)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4C31CCN(CC1CC1)C2C5,C=C(Cl)C(=O)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4C31CCN(CC1CC1)C2C5,eligible,30
gpcrdb,31,C=C(Cl)C(=O)N[C@@H]1CCC2C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)[C@H]1O5,C=C(Cl)C(=O)N[C@@H]1CCC2C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)[C@H]1O5,eligible,31
gpcrdb,32,C=C(Cl)C(=O)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4C31CCN(C)C2C5,C=C(Cl)C(=O)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4C31CCN(C)C2C5,eligible,32
gpcrdb,33,O=C(CSSCC(=O)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5,O=C(CSSCC(=O)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5,eligible,33
gpcrdb,34,CN1CCC2(c3cccc(O)c3)CCCC1[C@H]2O,CN1CCC2(c3cccc(O)c3)CCCC1[C@H]2O,eligible,34
gpcrdb,35,COCC12Cc3ccc(O)cc3C(C)(CCC1N)C2,COCC12Cc3ccc(O)cc3C(C)(CCC1N)C2,eligible,35
gpcrdb,36,CN1CC[C@]23c4c5ccc(O)c4O[C@@]2(C)C(=O)CC[C@@]3(NC(=O)CSSCC(=O)N[C@@]23CCC(=O)[C@]4(C)Oc6c(O)ccc7c6[C@@]42CCN(C)C3C7)C1C5,CN1CC[C@]23c4c5ccc(O)c4O[C@@]2(C)C(=O)CC[C@@]3(NC(=O)CSSCC(=O)N[C@@]23CCC(=O)[C@]4(C)Oc6c(O)ccc7c6[C@@]42CCN(C)C3C7)C1C5,eligible,36
gpcrdb,37,CN(C)C1CCC2(C)CC1(CO)Cc1ccc(O)cc12,CN(C)C1CCC2(C)CC1(CO)Cc1ccc(O)cc12,eligible,37
gpcrdb,38,CN(C)C1CCC2(C)CC1(C)Cc1ccc(O)cc12,CN(C)C1CCC2(C)CC1(C)Cc1ccc(O)cc12,eligible,38
gpcrdb,39,C=C1C[C@H]([C@H]2C[C@@]34C=C[C@]2(OC)[C@@H]2Oc5c(O[Si](C)(C)C(C)(C)C)ccc6c5[C@@]23CCN(C)[C@@H]4C6)OC1=O,C=C1C[C@H]([C@H]2C[C@@]34C=C[C@]2(OC)[C@@H]2Oc5c(O[Si](C)(C)C(C)(C)C)ccc6c5[C@@]23CCN(C)[C@@H]4C6)OC1=O,eligible,39
gpcrdb,40,CO[C@]12C=C[C@@]3(CC1[C@H](C)N=C=S)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,CO[C@]12C=C[C@@]3(CC1[C@H](C)N=C=S)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,eligible,40
gpcrdb,41,COc1ccc2c3c1O[C@@H]1[C@]34CCN(C)[C@H](C2)[C@]42C=C[C@@]1(OC)C([C@H](C)N=C=S)C2,COc1ccc2c3c1O[C@@H]1[C@]34CCN(C)[C@H](C2)[C@]42C=C[C@@]1(OC)C([C@H](C)N=C=S)C2,eligible,41
gpcrdb,42,COc1ccc2c3c1O[C@H]1[C@@]4(OC)C=C[C@@]5(C[C@@H]4[C@@H](C)N=C=S)[C@@H](C2)N(C)CC[C@]315,COc1ccc2c3c1O[C@H]1[C@@]4(OC)C=C[C@@]5(C[C@@H]4[C@@H](C)N=C=S)[C@@H](C2)N(C)CC[C@]315,eligible,42
gpcrdb,43,CO[C@]12C=C[C@@]3(CC1[C@H](C)N=C=S)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,CO[C@]12C=C[C@@]3(CC1[C@H](C)N=C=S)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,eligible,43
gpcrdb,44,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42C=C[C@@]1(OC)C([C@H](C)N=C=S)C2,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42C=C[C@@]1(OC)C([C@H](C)N=C=S)C2,eligible,44
gpcrdb,45,C=C1C[C@H]([C@H]2C[C@@]34C=C[C@]2(OC)[C@@H]2Oc5c(O)ccc6c5[C@@]23CCN(CC2CC2)[C@@H]4C6)OC1=O,C=C1C[C@H]([C@H]2C[C@@]34C=C[C@]2(OC)[C@@H]2Oc5c(O)ccc6c5[C@@]23CCN(CC2CC2)[C@@H]4C6)OC1=O,eligible,45
gpcrdb,46,C=C(C)C(=O)O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,C=C(C)C(=O)O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,eligible,46
gpcrdb,47,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)N[C@@]12C=CC(=O)[C@@H]3Oc4c(O)ccc5c4C31CCN(CC1CC1)C2C5,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)N[C@@]12C=CC(=O)[C@@H]3Oc4c(O)ccc5c4C31CCN(CC1CC1)C2C5,eligible,47
gpcrdb,48,COc1ccc2c3c1O[C@@]1(C)C(=O)CC[C@@]4(NC(=O)/C=C/c5ccc([N+](=O)[O-])cc5)C(C2)N(C)CCC314,COc1ccc2c3c1O[C@@]1(C)C(=O)CC[C@@]4(NC(=O)/C=C/c5ccc([N+](=O)[O-])cc5)C(C2)N(C)CCC314,eligible,48
gpcrdb,49,CN1CCC23c4c5ccc(O)c4O[C@@]2(C)C(=O)C=C[C@@]3(NC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)C1C5,CN1CCC23c4c5ccc(O)c4O[C@@]2(C)C(=O)C=C[C@@]3(NC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)C1C5,eligible,49
gpcrdb,50,COc1ccc2c3c1O[C@@]1(C)C(=O)CC[C@@]4(NC(=O)/C=C/c5ccc([N+](=O)[O-])cc5)C(C2)N(CC2CC2)CCC314,COc1ccc2c3c1O[C@@]1(C)C(=O)CC[C@@]4(NC(=O)/C=C/c5ccc([N+](=O)[O-])cc5)C(C2)N(CC2CC2)CCC314,eligible,50
gpcrdb,51,CN1CCC2(c3cccc(O)c3)CCCC1[C@@H]2O,CN1CCC2(c3cccc(O)c3)CCCC1[C@@H]2O,eligible,51
gpcrdb,52,CC12CCC(N)C(CO)(Cc3ccc(O)cc31)C2,CC12CCC(N)C(CO)(Cc3ccc(O)cc31)C2,eligible,52
gpcrdb,53,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(NC(=O)CSSCC(=O)N[C@@]23CCC(=O)[C@@H]4Oc6c(O)ccc7c6[C@@]42CCN(C)[C@@H]3C7)[C@H]1C5,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(NC(=O)CSSCC(=O)N[C@@]23CCC(=O)[C@@H]4Oc6c(O)ccc7c6[C@@]42CCN(C)[C@@H]3C7)[C@H]1C5,eligible,53
gpcrdb,54,COc1ccc2c3c1O[C@@]1(C)C(=O)C=C[C@@]4(NC(=O)/C=C/c5ccc([N+](=O)[O-])cc5)C(C2)N(CC2CC2)CCC314,COc1ccc2c3c1O[C@@]1(C)C(=O)C=C[C@@]4(NC(=O)/C=C/c5ccc([N+](=O)[O-])cc5)C(C2)N(CC2CC2)CCC314,eligible,54
gpcrdb,55,C=C(Cl)C(=O)N[C@@H]1CCC2C3Cc4ccc(O)c5c4C2(CCN3C)[C@H]1O5,C=C(Cl)C(=O)N[C@@H]1CCC2C3Cc4ccc(O)c5c4C2(CCN3C)[C@H]1O5,eligible,55
gpcrdb,56,CN1CC23Cc4ccc(O)cc4C(C)(CCC12)C3,CN1CC23Cc4ccc(O)cc4C(C)(CCC12)C3,eligible,56
gpcrdb,57,COCC12Cc3ccc(O)cc3C(C)(CCC1N(C)C)C2,COCC12Cc3ccc(O)cc3C(C)(CCC1N(C)C)C2,eligible,57
gpcrdb,58,CNC1CCC2(C)CC1(CO)Cc1ccc(O)cc12,CNC1CCC2(C)CC1(CO)Cc1ccc(O)cc12,eligible,58
gpcrdb,59,CNCC12Cc3ccc(O)cc3C(C)(CCC1N)C2,CNCC12Cc3ccc(O)cc3C(C)(CCC1N)C2,eligible,59
gpcrdb,60,COC[C@]12Cc3ccc(O)cc3[C@](C)(CCc3nnnn31)C2,COC[C@]12Cc3ccc(O)cc3[C@](C)(CCc3nnnn31)C2,eligible,60
gpcrdb,61,CN1CNC2CCC3(C)CC2(Cc2ccc(O)cc23)C1,CN1CNC2CCC3(C)CC2(Cc2ccc(O)cc23)C1,eligible,61
gpcrdb,62,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(NC(=O)CS)[C@H]1C5,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(NC(=O)CS)[C@H]1C5,eligible,62
gpcrdb,63,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(NC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)[C@H]1C5,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(NC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)[C@H]1C5,eligible,63
gpcrdb,64,C=C1CC2(CCC3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)C2O6)OC1=O,C=C1CC2(CCC3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)C2O6)OC1=O,eligible,64
gpcrdb,65,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(NC(=O)/C=C/c5ccc([N+](=O)[O-])cc5)[C@@H](C2)N(CC2CC2)CC[C@]314,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(NC(=O)/C=C/c5ccc([N+](=O)[O-])cc5)[C@@H](C2)N(CC2CC2)CC[C@]314,eligible,65
gpcrdb,66,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5,eligible,66
gpcrdb,67,COC[C@]12Cc3ccc(O)cc3[C@](C)(CCCN1C)C2,COC[C@]12Cc3ccc(O)cc3[C@](C)(CCCN1C)C2,eligible,67
gpcrdb,68,C=C(CO[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)C(=O)OC,C=C(CO[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)C(=O)OC,eligible,68
gpcrdb,69,CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,training_overlap,
gpcrdb,70,CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@H](Cc2ccccc2)C(=O)N[C@H]1C(=O)O,CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@H](Cc2ccccc2)C(=O)N[C@H]1C(=O)O,eligible,70
gpcrdb,71,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,training_overlap,
gpcrdb,72,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,training_overlap,
gpcrdb,73,C[C@H](N)[C@H](O)c1ccccc1,C[C@H](N)[C@H](O)c1ccccc1,eligible,73
gpcrdb,74,O=C1/C(=C\c2ccccc2)C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,O=C1/C(=C\c2ccccc2)C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,eligible,74
gpcrdb,75,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,eligible,75
gpcrdb,76,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1,training_overlap,
gpcrdb,77,CC(N)C(=O)c1ccccc1,CC(N)C(=O)c1ccccc1,eligible,77
gpcrdb,78,C[C@H]1[C@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C[C@@H]1CCCO1,C[C@H]1[C@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C[C@@H]1CCCO1,training_overlap,
gpcrdb,79,C[C@H]1[C@H]2Cc3ccc(Nc4ccccc4)cc3[C@@]1(C)CCN2CC1CC1,C[C@H]1[C@H]2Cc3ccc(Nc4ccccc4)cc3[C@@]1(C)CCN2CC1CC1,training_overlap,
gpcrdb,80,C[C@H]1[C@H]2Cc3ccc(N)cc3[C@@]1(C)CCN2CC1CC1,C[C@H]1[C@H]2Cc3ccc(N)cc3[C@@]1(C)CCN2CC1CC1,eligible,80
gpcrdb,81,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,eligible,81
gpcrdb,82,CC1C2Cc3ccc(C(N)=O)cc3C1(C)CCN2CC1CC1,CC1C2Cc3ccc(C(N)=O)cc3C1(C)CCN2CC1CC1,training_overlap,
gpcrdb,83,C[C@H]1[C@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2CC1CC1,C[C@H]1[C@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2CC1CC1,eligible,83
gpcrdb,84,CC1C2Cc3ccc(NC=O)cc3C1(C)CCN2CC1CC1,CC1C2Cc3ccc(NC=O)cc3C1(C)CCN2CC1CC1,eligible,84
gpcrdb,85,CC1C2Cc3ccc(Nc4cccnc4)cc3C1(C)CCN2CC1CC1,CC1C2Cc3ccc(Nc4cccnc4)cc3C1(C)CCN2CC1CC1,eligible,85
gpcrdb,86,CCC12CCN(CC3CC3)C(C(=O)c3ccc(NC=O)cc31)C2C,CCC12CCN(CC3CC3)C(C(=O)c3ccc(NC=O)cc31)C2C,eligible,86
gpcrdb,87,COc1ccc(Nc2ccc3c(c2)C2(C)CCN(CC4CC4)C(C3)C2C)cc1,COc1ccc(Nc2ccc3c(c2)C2(C)CCN(CC4CC4)C(C3)C2C)cc1,eligible,87
gpcrdb,88,C[C@H]1[C@H]2Cc3ccc(NC=O)cc3[C@]1(C)CCN2CC1CC1,C[C@H]1[C@H]2Cc3ccc(NC=O)cc3[C@]1(C)CCN2CC1CC1,eligible,88
gpcrdb,89,CCC12CCN(CC3CC3)C(C(=O)c3ccc(C(N)=O)cc31)C2C,CCC12CCN(CC3CC3)C(C(=O)c3ccc(C(N)=O)cc31)C2C,eligible,89
gpcrdb,90,O=C1N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H]1Cc1c[nH]c2ccccc12,O=C1N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H]1Cc1c[nH]c2ccccc12,eligible,90
gpcrdb,91,CCC12CCN(CC3CC3)C(C(=O)c3ccc(O)cc31)C2C,CCC12CCN(CC3CC3)C(C(=O)c3ccc(O)cc31)C2C,eligible,91
gpcrdb,92,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,eligible,92
gpcrdb,93,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341.O=S(=O)(O)O,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341.O=S(=O)(O)O,eligible,93
gpcrdb,94,CC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)NCC(=O)N(C)C(Cc1ccccc1)C(=O)NCCO,CC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)NCC(=O)N(C)C(Cc1ccccc1)C(=O)NCCO,eligible,94
gpcrdb,95,CC(C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)NCC(N)=O)C(C)C,CC(C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)NCC(N)=O)C(C)C,training_overlap,
gpcrdb,96,CCCC(C)(O)C1CC23CCC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5,CCCC(C)(O)C1CC23CCC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5,eligible,96
gpcrdb,97,NC(CCS(=O)(=O)O)C(=O)O,NC(CCS(=O)(=O)O)C(=O)O,eligible,97
