source,source_row,raw_smiles,canonical_smiles,status,representative_source_row
reinvent,40212,O=C(NCCc1ccc(Cl)cc1)c1ccc(Cl)c(Cl)c1,O=C(NCCc1ccc(Cl)cc1)c1ccc(Cl)c(Cl)c1,within_source_duplicate,10674
reinvent,40213,O=C(NCCc1ccccc1)c1ccc(Cl)c(Cl)c1,O=C(NCCc1ccccc1)c1ccc(Cl)c(Cl)c1,within_source_duplicate,8501
reinvent,40214,O=C(NCCc1ccccc1)c1ccc(Br)o1,O=C(NCCc1ccccc1)c1ccc(Br)o1,within_source_duplicate,16396
reinvent,40215,COc1ccc(-c2cc(C(=O)NCCc3ccccc3)ncn2)cc1,COc1ccc(-c2cc(C(=O)NCCc3ccccc3)ncn2)cc1,eligible,40215
reinvent,40216,CCc1ccccc1N1CCCN(C)CC1=O,CCc1ccccc1N1CCCN(C)CC1=O,eligible,40216
reinvent,40217,CCSc1nnc(-c2ccccc2)n1C,CCSc1nnc(-c2ccccc2)n1C,eligible,40217
reinvent,40218,CN=c1nc(C)cc(C(=O)NCc2ccncc2)[nH]1,CN=c1nc(C)cc(C(=O)NCc2ccncc2)[nH]1,eligible,40218
reinvent,40219,O=C(c1ccc[nH]1)N1CCCN(Cc2cccs2)CC1,O=C(c1ccc[nH]1)N1CCCN(Cc2cccs2)CC1,eligible,40219
reinvent,40220,Cc1nc(CNc2ccc(F)cc2)cs1,Cc1nc(CNc2ccc(F)cc2)cs1,within_source_duplicate,36940
reinvent,40221,COc1cccc(CNc2ccc(O)cc2)c1,COc1cccc(CNc2ccc(O)cc2)c1,eligible,40221
reinvent,40222,O=C(c1ccco1)N1CCN(Cc2ccncc2)CC1,O=C(c1ccco1)N1CCN(Cc2ccncc2)CC1,within_source_duplicate,27742
reinvent,40223,Cc1ccc(SCC(=O)Nc2ccccc2)cc1,Cc1ccc(SCC(=O)Nc2ccccc2)cc1,within_source_duplicate,23952
reinvent,40224,NCCN=c1cc(-c2ccccc2)[nH]c(-c2ccccc2)n1,NCCN=c1cc(-c2ccccc2)[nH]c(-c2ccccc2)n1,eligible,40224
reinvent,40225,COc1cccc(Oc2cc(C(=O)NCCc3ccccc3)ccn2)c1,COc1cccc(Oc2cc(C(=O)NCCc3ccccc3)ccn2)c1,eligible,40225
reinvent,40226,Cc1cccc(CNc2cccc(O)c2)c1,Cc1cccc(CNc2cccc(O)c2)c1,within_source_duplicate,20409
reinvent,40227,O=C(Nc1cccc(C(F)(F)F)c1)c1ccncc1,O=C(Nc1cccc(C(F)(F)F)c1)c1ccncc1,eligible,40227
reinvent,40228,CN1CCc2ccc(O)c3c2C1Cc1ccc(O)c(O)c1-3,CN1CCc2ccc(O)c3c2C1Cc1ccc(O)c(O)c1-3,eligible,40228
reinvent,40229,CCN(CC)Cc1coc(-c2ccc(C)cc2)n1,CCN(CC)Cc1coc(-c2ccc(C)cc2)n1,eligible,40229
reinvent,40230,COc1ccc(CCNS(=O)(=O)c2ccc(OC)cc2)cc1,COc1ccc(CCNS(=O)(=O)c2ccc(OC)cc2)cc1,eligible,40230
reinvent,40231,Oc1ccc2c(c1)CCNC2,Oc1ccc2c(c1)CCNC2,eligible,40231
reinvent,40232,CS(=O)(=O)Nc1cccc(Br)c1,CS(=O)(=O)Nc1cccc(Br)c1,eligible,40232
reinvent,40233,CCN(c1ccc(C)cc1)c1ccnc(N(C)C)n1,CCN(c1ccc(C)cc1)c1ccnc(N(C)C)n1,eligible,40233
reinvent,40234,Brc1cccc(CNCc2cccnc2)c1,Brc1cccc(CNCc2cccnc2)c1,within_source_duplicate,27866
reinvent,40235,CC(=O)Nc1ccc(NC(=O)c2cc(C)cc(C)c2)cc1,CC(=O)Nc1ccc(NC(=O)c2cc(C)cc(C)c2)cc1,eligible,40235
reinvent,40236,Cc1ccccc1NC(=O)C(F)(F)C(=O)Nc1ccc(F)cc1,Cc1ccccc1NC(=O)C(F)(F)C(=O)Nc1ccc(F)cc1,eligible,40236
reinvent,40237,O=C(NC1CCN(Cc2cccnc2)CC1)c1ccc(Cl)cc1,O=C(NC1CCN(Cc2cccnc2)CC1)c1ccc(Cl)cc1,within_source_duplicate,29984
reinvent,40238,COc1ccc(Cl)cc1C(=O)Nc1ccccc1,COc1ccc(Cl)cc1C(=O)Nc1ccccc1,within_source_duplicate,10483
reinvent,40239,COc1ccc(Br)cc1CN(C)C(=O)c1ccc(Br)cc1,COc1ccc(Br)cc1CN(C)C(=O)c1ccc(Br)cc1,eligible,40239
reinvent,40240,CCN(CCc1ccccc1)c1nccs1,CCN(CCc1ccccc1)c1nccs1,eligible,40240
reinvent,40241,O=C(NCCc1ccc(Cl)cc1)c1cccc(Br)c1,O=C(NCCc1ccc(Cl)cc1)c1cccc(Br)c1,within_source_duplicate,38062
reinvent,40242,Cc1cnc(CN(C)c2ncnc3ccccc23)cn1,Cc1cnc(CN(C)c2ncnc3ccccc23)cn1,eligible,40242
reinvent,40243,Cc1oc(-c2ccco2)nc1CN1CCN(c2ccccc2)CC1,Cc1oc(-c2ccco2)nc1CN1CCN(c2ccccc2)CC1,eligible,40243
reinvent,40244,O=C(NCCN1CCN(c2cccc(Cl)c2)CC1)c1ccccc1,O=C(NCCN1CCN(c2cccc(Cl)c2)CC1)c1ccccc1,eligible,40244
reinvent,40245,Cc1cc(C)cc(C(=O)NCc2ccc(N(C)C)cc2)c1,Cc1cc(C)cc(C(=O)NCc2ccc(N(C)C)cc2)c1,within_source_duplicate,39460
reinvent,40246,Cc1ccccc1CN1CCC(NC(=O)c2ccc(F)cc2)CC1,Cc1ccccc1CN1CCC(NC(=O)c2ccc(F)cc2)CC1,within_source_duplicate,27691
reinvent,40247,COc1cc(C(=O)NCCc2ccc(O)cc2)cc(OC)c1OC,COc1cc(C(=O)NCCc2ccc(O)cc2)cc(OC)c1OC,eligible,40247
reinvent,40248,c1ccc(CCNc2ccc3c(c2)C2CCN(CCc4ccccc4)C2C3)cc1,c1ccc(CCNc2ccc3c(c2)C2CCN(CCc4ccccc4)C2C3)cc1,eligible,40248
reinvent,40249,CS(=O)(=O)NC1CCN(Cc2ccccc2F)CC1,CS(=O)(=O)NC1CCN(Cc2ccccc2F)CC1,within_source_duplicate,18546
reinvent,40250,O=C(c1nc(-c2ccccc2)no1)N1CCN(c2cccc(Cl)c2)CC1,O=C(c1nc(-c2ccccc2)no1)N1CCN(c2cccc(Cl)c2)CC1,eligible,40250
reinvent,40251,O=S(=O)(NCc1ccccc1)c1ccc(Cl)cc1,O=S(=O)(NCc1ccccc1)c1ccc(Cl)cc1,within_source_duplicate,11339
reinvent,40252,O=C(NC1CCN(CCc2cccs2)CC1)c1ccccc1F,O=C(NC1CCN(CCc2cccs2)CC1)c1ccccc1F,within_source_duplicate,36268
reinvent,40253,CS(=O)(=O)NCCN1CCN(c2ccc(F)cc2)CC1,CS(=O)(=O)NCCN1CCN(c2ccc(F)cc2)CC1,eligible,40253
reinvent,40254,CN(C)c1ccc(CN2Cc3ccccc3NC2=O)cc1,CN(C)c1ccc(CN2Cc3ccccc3NC2=O)cc1,eligible,40254
reinvent,40255,c1ccc(Cc2cnc(N3CCN(c4ccccc4)CC3)nn2)cc1,c1ccc(Cc2cnc(N3CCN(c4ccccc4)CC3)nn2)cc1,eligible,40255
reinvent,40256,CN(C)CCC(=O)c1ccccc1,CN(C)CCC(=O)c1ccccc1,eligible,40256
reinvent,40257,CCN(Cc1ccccc1)C(=O)C1CCN(Cc2ccccc2)CC1,CCN(Cc1ccccc1)C(=O)C1CCN(Cc2ccccc2)CC1,eligible,40257
reinvent,40258,CN(C)CC1CCN(c2ncnc(-c3ccccc3)n2)CC1,CN(C)CC1CCN(c2ncnc(-c3ccccc3)n2)CC1,eligible,40258
reinvent,40259,Cc1cc(CNCCc2ccoc2)no1,Cc1cc(CNCCc2ccoc2)no1,eligible,40259
reinvent,40260,Fc1cccc(N2CCN(CCCSc3ccccc3)CC2)c1,Fc1cccc(N2CCN(CCCSc3ccccc3)CC2)c1,eligible,40260
reinvent,40261,CN1CCN(c2nc(=NCc3ccccc3)cc(N(C)C)[nH]2)CC1,CN1CCN(c2nc(=NCc3ccccc3)cc(N(C)C)[nH]2)CC1,eligible,40261
reinvent,40262,O=C(NCCN1CCOCC1)NCc1ccccc1,O=C(NCCN1CCOCC1)NCc1ccccc1,within_source_duplicate,9832
reinvent,40263,O=C(c1cccc(O)c1)c1cccs1,O=C(c1cccc(O)c1)c1cccs1,within_source_duplicate,4631
reinvent,40264,Oc1ccc(CNc2ccccc2)cc1,Oc1ccc(CNc2ccccc2)cc1,within_source_duplicate,2088
reinvent,40265,O=S(=O)(NCCc1ccc(Cl)cc1)c1cccc(Cl)c1,O=S(=O)(NCCc1ccc(Cl)cc1)c1cccc(Cl)c1,eligible,40265
reinvent,40266,O=C(Cc1ccccc1Cl)NCCc1ccc(O)cc1,O=C(Cc1ccccc1Cl)NCCc1ccc(O)cc1,eligible,40266
reinvent,40267,COc1ccc(N(CC(=O)NCc2ccco2)C(=O)CCC(=O)N=c2cc(C)o[nH]2)cc1,COc1ccc(N(CC(=O)NCc2ccco2)C(=O)CCC(=O)N=c2cc(C)o[nH]2)cc1,eligible,40267
reinvent,40268,CN1CCN(CCNc2ccc(Cl)cc2)CC1,CN1CCN(CCNc2ccc(Cl)cc2)CC1,eligible,40268
reinvent,40269,CCN(C(=O)c1cccc(NC(=O)c2ccco2)c1)c1ccccc1C,CCN(C(=O)c1cccc(NC(=O)c2ccco2)c1)c1ccccc1C,eligible,40269
reinvent,40270,Cc1ccc(Br)c(C(=O)NCCCN2CCCCC2)c1,Cc1ccc(Br)c(C(=O)NCCCN2CCCCC2)c1,eligible,40270
reinvent,40271,NCCNC(=O)Nc1ccccc1,NCCNC(=O)Nc1ccccc1,eligible,40271
reinvent,40272,COc1ccc(-n2ccc(-c3ccc(C)cc3)cc2=O)cc1,COc1ccc(-n2ccc(-c3ccc(C)cc3)cc2=O)cc1,eligible,40272
reinvent,40273,CN1CCC23c4c5ccc(O)c4OC2c2[nH]c4ccccc4c2CC3C1C5,CN1CCC23c4c5ccc(O)c4OC2c2[nH]c4ccccc4c2CC3C1C5,eligible,40273
reinvent,40274,O=C(C=Cc1cccc(O)c1)Nc1ccccc1,O=C(C=Cc1cccc(O)c1)Nc1ccccc1,within_source_duplicate,22176
reinvent,40275,O=C(NCc1ccccc1)Nc1ccccc1,O=C(NCc1ccccc1)Nc1ccccc1,within_source_duplicate,11299
reinvent,40276,CNc1cccc(NCc2cccc(F)c2)c1,CNc1cccc(NCc2cccc(F)c2)c1,eligible,40276
reinvent,40277,O=C(CN1CCN(Cc2ccccc2)CC1)NCc1ccccn1,O=C(CN1CCN(Cc2ccccc2)CC1)NCc1ccccn1,eligible,40277
reinvent,40278,O=S(=O)(NCCN1CCC(NCc2ccc(Cl)cc2Cl)CC1)c1ccc(Cl)cc1,O=S(=O)(NCCN1CCC(NCc2ccc(Cl)cc2Cl)CC1)c1ccc(Cl)cc1,eligible,40278
reinvent,40279,O=C(Cc1ccccc1)Nc1ccccc1,O=C(Cc1ccccc1)Nc1ccccc1,within_source_duplicate,9106
reinvent,40280,Cc1cccc(NC(=O)c2cccc([N+](=O)[O-])c2)c1,Cc1cccc(NC(=O)c2cccc([N+](=O)[O-])c2)c1,within_source_duplicate,21370
reinvent,40281,O=C(Cc1ccccc1)NC1CCN(CCc2cccs2)CC1,O=C(Cc1ccccc1)NC1CCN(CCc2cccs2)CC1,within_source_duplicate,22214
reinvent,40282,COc1ccc(CNc2ccc(C)cc2)cc1,COc1ccc(CNc2ccc(C)cc2)cc1,within_source_duplicate,32661
reinvent,40283,Cc1cccc(NC(=O)N(Cc2ccccc2)Cc2cccs2)c1,Cc1cccc(NC(=O)N(Cc2ccccc2)Cc2cccs2)c1,eligible,40283
reinvent,40284,O=C(Nc1ccc(F)cc1)c1cc(-c2ccco2)ncn1,O=C(Nc1ccc(F)cc1)c1cc(-c2ccco2)ncn1,eligible,40284
reinvent,40285,O=C(NCCc1ccc(-c2ccsc2)cc1)c1ccc(Cl)cc1,O=C(NCCc1ccc(-c2ccsc2)cc1)c1ccc(Cl)cc1,within_source_duplicate,33109
reinvent,40286,CCn1ccnc1CN1CCC(NC(=O)c2ccncc2)CC1,CCn1ccnc1CN1CCC(NC(=O)c2ccncc2)CC1,eligible,40286
reinvent,40287,Oc1ccc(CNc2cccc(Br)c2)cc1,Oc1ccc(CNc2cccc(Br)c2)cc1,eligible,40287
reinvent,40288,Cc1ccc(S(=O)(=O)CCN2CCCCC2)cc1,Cc1ccc(S(=O)(=O)CCN2CCCCC2)cc1,eligible,40288
reinvent,40289,O=C(NCCc1ccc(O)cc1)c1ccc(Br)c(Br)c1,O=C(NCCc1ccc(O)cc1)c1ccc(Br)c(Br)c1,eligible,40289
reinvent,40290,O=C(CCc1ccccc1)NCCc1ccccc1,O=C(CCc1ccccc1)NCCc1ccccc1,within_source_duplicate,15545
reinvent,40291,O=C(Nc1cccc(Br)c1)c1cccs1,O=C(Nc1cccc(Br)c1)c1cccs1,eligible,40291
reinvent,40292,CCn1ccc(=NCc2ccc(-c3cc(Cl)cc(Cl)c3)c(F)c2)c(C)c1,CCn1ccc(=NCc2ccc(-c3cc(Cl)cc(Cl)c3)c(F)c2)c(C)c1,eligible,40292
reinvent,40293,Brc1ccc(CNN=c2nc(N3CCCCC3)[nH]c(N3CCOCC3)n2)cc1,Brc1ccc(CNN=c2nc(N3CCCCC3)[nH]c(N3CCOCC3)n2)cc1,eligible,40293
reinvent,40294,Cc1ccc(CNCc2cccc(-c3cncnc3)c2)cc1,Cc1ccc(CNCc2cccc(-c3cncnc3)c2)cc1,eligible,40294
reinvent,40295,COc1cccc(CNCc2cccnc2)c1,COc1cccc(CNCc2cccnc2)c1,within_source_duplicate,33100
reinvent,40296,N=C(N)c1ccc(C(=O)NC(CCc2ccccc2)C(=O)NCCc2ccccc2)cc1,N=C(N)c1ccc(C(=O)NC(CCc2ccccc2)C(=O)NCCc2ccccc2)cc1,eligible,40296
reinvent,40297,COc1ccc(-n2cc(C)ccc2=O)cc1,COc1ccc(-n2cc(C)ccc2=O)cc1,eligible,40297
reinvent,40298,O=C(Nc1ccc(Br)cc1)c1ccccc1F,O=C(Nc1ccc(Br)cc1)c1ccccc1F,within_source_duplicate,34110
reinvent,40299,c1ccc(-c2ccnc(N3CCOCC3)n2)cc1,c1ccc(-c2ccnc(N3CCOCC3)n2)cc1,eligible,40299
reinvent,40300,Cc1cccc(C(=O)Nc2cccc(Cl)c2)c1,Cc1cccc(C(=O)Nc2cccc(Cl)c2)c1,eligible,40300
reinvent,40301,O=C1NC2CCN(Cc3ccccc3)CC2n2cccc21,O=C1NC2CCN(Cc3ccccc3)CC2n2cccc21,eligible,40301
reinvent,40302,CCC1=NCC(=O)N(Cc2ccc(F)cc2)c2ccccc21,CCC1=NCC(=O)N(Cc2ccc(F)cc2)c2ccccc21,eligible,40302
reinvent,40303,COc1cc(F)ccc1-c1ccc(N)cc1C,COc1cc(F)ccc1-c1ccc(N)cc1C,eligible,40303
reinvent,40304,Cc1cccc(C)c1-c1ccc2cc(=NC(=O)c3ccc(Cl)cc3)[nH]cc2c1,Cc1cccc(C)c1-c1ccc2cc(=NC(=O)c3ccc(Cl)cc3)[nH]cc2c1,eligible,40304
reinvent,40305,COc1cccc(C(=O)Nc2ccccc2)c1,COc1cccc(C(=O)Nc2ccccc2)c1,within_source_duplicate,14735
reinvent,40306,CS(=O)(=O)NCCN1CC=C(c2ccccc2)CC1,CS(=O)(=O)NCCN1CC=C(c2ccccc2)CC1,within_source_duplicate,6768
reinvent,40307,CCC(=O)N(c1ccccc1)C1(C(=O)Nc2ccc(OC)cc2)CCN(CC)CC1,CCC(=O)N(c1ccccc1)C1(C(=O)Nc2ccc(OC)cc2)CCN(CC)CC1,within_source_duplicate,5802
reinvent,40308,CN1CCCC(CNCc2cnn(C)c2)C1,CN1CCCC(CNCc2cnn(C)c2)C1,eligible,40308
reinvent,40309,CCN(Cc1ccccc1)Cc1ccccc1,CCN(Cc1ccccc1)Cc1ccccc1,within_source_duplicate,27384
reinvent,40310,CN(C)C1CCN(c2cc[nH]c(=NC(=O)c3ccc(F)cn3)n2)CC1,CN(C)C1CCN(c2cc[nH]c(=NC(=O)c3ccc(F)cn3)n2)CC1,eligible,40310
reinvent,40311,CC(CN1CCCN(c2ccc(F)cc2)CC1)c1ccc(S(C)(=O)=O)cc1,CC(CN1CCCN(c2ccc(F)cc2)CC1)c1ccc(S(C)(=O)=O)cc1,eligible,40311
reinvent,40312,Fc1ccc(CNC2CCN(CCc3cccs3)CC2)cc1,Fc1ccc(CNC2CCN(CCc3cccs3)CC2)cc1,within_source_duplicate,22041
reinvent,40313,COc1ccc(C(=O)NCCc2ccccc2)cc1,COc1ccc(C(=O)NCCc2ccccc2)cc1,within_source_duplicate,25574
reinvent,40314,CNc1cccc(O)c1,CNc1cccc(O)c1,eligible,40314
reinvent,40315,O=C(Cc1ccccc1)NC1CCN(Cc2ccccn2)CC1,O=C(Cc1ccccc1)NC1CCN(Cc2ccccn2)CC1,eligible,40315
reinvent,40316,Cc1cccc(NCCc2ccncn2)c1,Cc1cccc(NCCc2ccncn2)c1,eligible,40316
reinvent,40317,O=C(NCCc1ccccc1)C(=O)Nc1cccc(Cl)c1,O=C(NCCc1ccccc1)C(=O)Nc1cccc(Cl)c1,eligible,40317
reinvent,40318,c1csc(C2CCCN2)c1,c1csc(C2CCCN2)c1,eligible,40318
reinvent,40319,Cc1ccc(C(=O)Nc2ccc(F)cc2)cc1,Cc1ccc(C(=O)Nc2ccc(F)cc2)cc1,eligible,40319
reinvent,40320,CCN1CCCN(Cc2cccc(NC(=O)c3ccc(Cl)c(Cl)c3)c2)CC1,CCN1CCCN(Cc2cccc(NC(=O)c3ccc(Cl)c(Cl)c3)c2)CC1,eligible,40320
reinvent,40321,CCCn1c(C)cn(Cc2ccc(Cl)cc2)c1=O,CCCn1c(C)cn(Cc2ccc(Cl)cc2)c1=O,eligible,40321
reinvent,40322,O=C(NCCc1cccc(Br)c1)c1cc(Cl)ccc1Cl,O=C(NCCc1cccc(Br)c1)c1cc(Cl)ccc1Cl,eligible,40322
reinvent,40323,O=C(Cc1ccccc1)N1CCCN(c2cnccn2)CC1,O=C(Cc1ccccc1)N1CCCN(c2cnccn2)CC1,within_source_duplicate,36495
reinvent,40324,CS(=O)(=O)NC1CCN(CCc2cccs2)CC1,CS(=O)(=O)NC1CCN(CCc2cccs2)CC1,within_source_duplicate,26715
reinvent,40325,CNc1ccccc1-c1ccc(O)cc1,CNc1ccccc1-c1ccc(O)cc1,eligible,40325
reinvent,40326,O=S(=O)(NC1CCN(CCc2cccs2)CC1)c1cccc(Cl)c1,O=S(=O)(NC1CCN(CCc2cccs2)CC1)c1cccc(Cl)c1,eligible,40326
reinvent,40327,COc1cc(NC(=O)c2cc(C)cc(C)c2)cc(C(=O)NCCN(C)C)c1,COc1cc(NC(=O)c2cc(C)cc(C)c2)cc(C(=O)NCCN(C)C)c1,eligible,40327
reinvent,40328,c1ccc2c(N3CCN(CCCN4CCCC4)CC3)nsc2c1,c1ccc2c(N3CCN(CCCN4CCCC4)CC3)nsc2c1,eligible,40328
reinvent,40329,O=C(NCCCN1CCN(c2ccccc2)CC1)c1ccncc1,O=C(NCCCN1CCN(c2ccccc2)CC1)c1ccncc1,within_source_duplicate,11777
reinvent,40330,COc1cccc(CNCC(=O)NC(C)Cc2ccccc2)c1,COc1cccc(CNCC(=O)NC(C)Cc2ccccc2)c1,eligible,40330
reinvent,40331,N(CCN)c1c2c(=O)cccc-2n(-c2ccccc2)n1,,invalid_smiles,
reinvent,40332,CN(CCc1ccccc1)Cc1ccccc1,CN(CCc1ccccc1)Cc1ccccc1,within_source_duplicate,8549
reinvent,40333,C=CCNCc1ccc(Oc2ccccc2)cc1,C=CCNCc1ccc(Oc2ccccc2)cc1,eligible,40333
reinvent,40334,O=C(NCCc1ccccc1)c1cncc(Br)c1,O=C(NCCc1ccccc1)c1cncc(Br)c1,within_source_duplicate,33282
reinvent,40335,CN(C)CCN(Cc1ccccc1)C(=O)c1ccc(Cl)cc1,CN(C)CCN(Cc1ccccc1)C(=O)c1ccc(Cl)cc1,within_source_duplicate,14536
reinvent,40336,COc1ccc(N(CCN(C)C)C(=O)c2cccs2)cc1,COc1ccc(N(CCN(C)C)C(=O)c2cccs2)cc1,eligible,40336
reinvent,40337,NS(=O)(=O)c1ccc(NCc2ccc(F)cc2)cc1,NS(=O)(=O)c1ccc(NCc2ccc(F)cc2)cc1,eligible,40337
reinvent,40338,O=S(=O)(NC1CCN(CCc2ccccc2)CC1)c1ccc(F)cc1,O=S(=O)(NC1CCN(CCc2ccccc2)CC1)c1ccc(F)cc1,eligible,40338
reinvent,40339,O=C(c1ccco1)N1CCN(c2ncnc3c2CCC3)CC1,O=C(c1ccco1)N1CCN(c2ncnc3c2CCC3)CC1,within_source_duplicate,15754
reinvent,40340,Cc1ccccc1CN1CCCN(C(=O)c2ccco2)CC1,Cc1ccccc1CN1CCCN(C(=O)c2ccco2)CC1,within_source_duplicate,39158
reinvent,40341,O=C(CN1C(=O)CSc2ccccc21)Nc1ccccc1,O=C(CN1C(=O)CSc2ccccc21)Nc1ccccc1,eligible,40341
reinvent,40342,O=C(NC1CCN(Cc2ccc(Br)cc2)CC1)c1ccccc1,O=C(NC1CCN(Cc2ccc(Br)cc2)CC1)c1ccccc1,within_source_duplicate,29422
reinvent,40343,Cc1cc(F)ccc1NC(=O)c1c[nH]nn1,Cc1cc(F)ccc1NC(=O)c1c[nH]nn1,eligible,40343
reinvent,40344,O=C(NCc1ccccc1)c1cccc(Cl)c1Cl,O=C(NCc1ccccc1)c1cccc(Cl)c1Cl,eligible,40344
reinvent,40345,Clc1ccccc1N1CCN(CCCN2CCN(c3ccccn3)CC2)CC1,Clc1ccccc1N1CCN(CCCN2CCN(c3ccccn3)CC2)CC1,eligible,40345
reinvent,40346,O=C(NC1CCN(Cc2ccccc2Cl)CC1)c1ccncc1,O=C(NC1CCN(Cc2ccccc2Cl)CC1)c1ccncc1,within_source_duplicate,26274
reinvent,40347,O=C(NCc1cccc2ccccc12)Nc1ccccc1,O=C(NCc1cccc2ccccc12)Nc1ccccc1,eligible,40347
reinvent,40348,O=C(NN=Cc1ccc(F)cc1)c1ccccn1,O=C(NN=Cc1ccc(F)cc1)c1ccccn1,eligible,40348
reinvent,40349,Cc1ccc2c(c1)nc(C)n2-c1nccc(N2CCNC(C)C2)n1,Cc1ccc2c(c1)nc(C)n2-c1nccc(N2CCNC(C)C2)n1,eligible,40349
reinvent,40350,COc1ccccc1CN1CCC(NC(=O)c2ccc(Cl)cc2)CC1,COc1ccccc1CN1CCC(NC(=O)c2ccc(Cl)cc2)CC1,eligible,40350
reinvent,40351,CCNc1cccc(N)c1C,CCNc1cccc(N)c1C,within_source_duplicate,36127
reinvent,40352,Cc1csc(CN2CCCN(CCCc3ccccc3)CC2)n1,Cc1csc(CN2CCCN(CCCc3ccccc3)CC2)n1,eligible,40352
reinvent,40353,Clc1cccc(NCc2ccco2)c1,Clc1cccc(NCc2ccco2)c1,eligible,40353
reinvent,40354,COc1cccc(CNc2ccccc2)c1,COc1cccc(CNc2ccccc2)c1,within_source_duplicate,14290
reinvent,40355,O=C(NC1CCN(CCc2cccs2)CC1)c1ccc(Cl)cc1,O=C(NC1CCN(CCc2cccs2)CC1)c1ccc(Cl)cc1,within_source_duplicate,12969
reinvent,40356,COc1cccc(CNc2ccc(F)cc2)c1,COc1cccc(CNc2ccc(F)cc2)c1,within_source_duplicate,30286
reinvent,40357,CCN1CCN(Cc2nc(-c3ccccc3)no2)CC1,CCN1CCN(Cc2nc(-c3ccccc3)no2)CC1,within_source_duplicate,24034
reinvent,40358,Fc1c[nH]c(=Nc2ccccc2)[nH]c1=Nc1ccccc1,Fc1c[nH]c(=Nc2ccccc2)[nH]c1=Nc1ccccc1,eligible,40358
reinvent,40359,COc1cccc(CN2CCN(c3ccccc3)CC2)c1OC,COc1cccc(CN2CCN(c3ccccc3)CC2)c1OC,eligible,40359
reinvent,40360,O=C(NCCN1CCN(c2cccc(Cl)c2)CC1)c1ccncc1,O=C(NCCN1CCN(c2cccc(Cl)c2)CC1)c1ccncc1,within_source_duplicate,19556
reinvent,40361,COc1ccc(Cl)cc1C(=O)NCCc1ccccc1,COc1ccc(Cl)cc1C(=O)NCCc1ccccc1,within_source_duplicate,13462
reinvent,40362,O=C(NC1CCN(Cc2ccc(O)c(Cl)c2)CC1)c1ccc(Cl)c(Cl)c1,O=C(NC1CCN(Cc2ccc(O)c(Cl)c2)CC1)c1ccc(Cl)c(Cl)c1,eligible,40362
reinvent,40363,CN(CC(=O)Nc1ccccc1)Cc1ccccc1Cl,CN(CC(=O)Nc1ccccc1)Cc1ccccc1Cl,eligible,40363
reinvent,40364,Fc1cccc(CCNCc2ccccc2)c1,Fc1cccc(CCNCc2ccccc2)c1,within_source_duplicate,15243
reinvent,40365,Cc1ccccc1C(=O)N1CCN(c2ncccn2)CC1,Cc1ccccc1C(=O)N1CCN(c2ncccn2)CC1,within_source_duplicate,7798
reinvent,40366,COc1c(C)cccc1CNCc1ccncc1,COc1c(C)cccc1CNCc1ccncc1,eligible,40366
reinvent,40367,Cc1cc(S(N)(=O)=O)ccc1CN(C)C,Cc1cc(S(N)(=O)=O)ccc1CN(C)C,eligible,40367
reinvent,40368,O=C(NC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1)c1ccc(F)cc1,O=C(NC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1)c1ccc(F)cc1,within_source_duplicate,36419
reinvent,40369,O=C(NCCc1ccc(O)cc1)c1cc(Cl)ccc1Cl,O=C(NCCc1ccc(O)cc1)c1cc(Cl)ccc1Cl,within_source_duplicate,33380
reinvent,40370,O=C(NC1CCN(CCc2cccs2)CC1)c1ccc(Cl)c(Cl)c1,O=C(NC1CCN(CCc2cccs2)CC1)c1ccc(Cl)c(Cl)c1,within_source_duplicate,25076
reinvent,40371,CC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,training_overlap,
reinvent,40372,COc1ccc(NC(=O)Nc2ccccc2)cc1,COc1ccc(NC(=O)Nc2ccccc2)cc1,within_source_duplicate,32411
reinvent,40373,CN(C)c1nc(=O)cc(Cc2ccccc2F)[nH]1,CN(C)c1nc(=O)cc(Cc2ccccc2F)[nH]1,within_source_duplicate,19554
reinvent,40374,COc1ccc(Cl)cc1CNc1cccc(C(N)=O)c1,COc1ccc(Cl)cc1CNc1cccc(C(N)=O)c1,eligible,40374
reinvent,40375,CN(CCN1CCOCC1)Cc1cccc(Cl)c1,CN(CCN1CCOCC1)Cc1cccc(Cl)c1,eligible,40375
reinvent,40376,O=S(=O)(NC1CCN(CC2CCC2)CC1)c1ccc(F)cc1,O=S(=O)(NC1CCN(CC2CCC2)CC1)c1ccc(F)cc1,eligible,40376
reinvent,40377,Cc1ccc(S(=O)(=O)N2CCCCC2)cc1C(=O)NCCc1ccccc1,Cc1ccc(S(=O)(=O)N2CCCCC2)cc1C(=O)NCCc1ccccc1,eligible,40377
reinvent,40378,COc1cccc(CCNC(=O)c2sccc2C)c1,COc1cccc(CCNC(=O)c2sccc2C)c1,eligible,40378
reinvent,40379,Cc1cccc(C(=O)Nc2ccccc2)c1,Cc1cccc(C(=O)Nc2ccccc2)c1,within_source_duplicate,13599
reinvent,40380,Cc1cccc(NC(=O)c2ccc(Cl)cc2)c1C,Cc1cccc(NC(=O)c2ccc(Cl)cc2)c1C,eligible,40380
