smiles,gpcrdb_cid,species,receptor,source_file
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccoc2)c2ccc(CO)cc2)cc1,67093,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccoc2)c2nnn[nH]2)cc1,67107,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccoc2)c2cccc(F)c2)cc1,67125,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccoc2)c2cccc(NC(C)=O)c2)cc1,67169,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccoc2)c2cccc(C(=O)O)c2)cc1,67172,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccoc2)c2cncnc2)cc1,67221,mus,mu,mus-mu.xlsx
NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1Cc2ccccc2[C@@H]1NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1,68395,mus,mu,mus-mu.xlsx
NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H]1Cc2ccccc2[C@H]1NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1,68664,mus,mu,mus-mu.xlsx
NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCC[C@@H]1NC(=O)[C@@H](N)Cc1ccc(O)cc1,69190,mus,mu,mus-mu.xlsx
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]1CCC[C@@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,69984,mus,mu,mus-mu.xlsx
O=C(NCc1ccccc1)[C@H]1CCC23CCN(CC4CC4)CC2(Cc2ccc(O)cc23)C1,73555,mus,mu,mus-mu.xlsx
CCCN1CC[C@@]2(CC)c3cc(OC)ccc3O[C@H]2C1,79575,mus,mu,mus-mu.xlsx
CNC(=O)COCC(=O)NCCCCCNC(=O)COCC(=O)N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,80672,mus,mu,mus-mu.xlsx
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@H](NC(C)=O)CC[C@@]3(O)[C@H]1C5,81832,mus,mu,mus-mu.xlsx
CC1(C)O[C@H]2N3[C@@H]1O[C@]1(CC[C@@]4(O)[C@H]5Cc6ccc(O)c7c6[C@@]4(CCN5Cc4ccccc4)[C@H]1O7)[C@H]3OC2(C)C,83577,mus,mu,mus-mu.xlsx
CC(C)CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@]2(CC[C@@]3(O)[C@H]1C5)O[C@H]1N3[C@H](OC1(C)C)C(C)(C)O[C@@H]32,83588,mus,mu,mus-mu.xlsx
CN(C)[C@H]1CCCC[C@@H]1N(C)C(=O)c1ccc(Cl)c(Cl)c1,86157,mus,mu,mus-mu.xlsx
COc1ccc2c3c1O[C@H]1[C@H](NC(=O)/C=C/c4ccc(C(F)(F)F)cc4)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,92859,mus,mu,mus-mu.xlsx
COc1ccc(/C=C/C(=O)N[C@@H]2C=C[C@H]3[C@H]4Cc5ccc(OC)c6c5[C@@]3(CCN4C)[C@H]2O6)cc1,92860,mus,mu,mus-mu.xlsx
COc1ccc2c3c1O[C@H]1[C@H](NC(=O)/C=C/c4cccc([N+](=O)[O-])c4)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,92861,mus,mu,mus-mu.xlsx
COc1ccc2c3c1O[C@H]1[C@H](NC(=O)/C=C/c4ccccc4)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,92867,mus,mu,mus-mu.xlsx
COc1ccc2c3c1O[C@H]1[C@H](NC(=O)/C=C/c4ccc(Cl)cc4)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,92868,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccoc2)c2c(C)cccc2C)cc1,96782,mus,mu,mus-mu.xlsx
CCOC(=O)C1CNCCC1c1ccccc1,106498,mus,mu,mus-mu.xlsx
O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cc2ccccc2s1,113551,mus,mu,mus-mu.xlsx
O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cc2ccccc2o1,113552,mus,mu,mus-mu.xlsx
C[C@@]1(c2cccc(O)c2)O[C@@H]2N3[C@H]1O[C@](C)(c1cccc(O)c1)[C@@H]3O[C@]2(C)c1cccc(O)c1,114061,mus,mu,mus-mu.xlsx
CCC(=O)N(c1ccccc1)[C@H]1CCN(C[C@@H](O)c2ccccc2)C[C@@H]1C,116995,mus,mu,mus-mu.xlsx
CCC1=C(C(N)=O)C(c2ccc(F)cc2F)N(C(=O)NCCCN2CCC(C#N)(c3ccccc3)CC2)C(=O)N1,121202,mus,mu,mus-mu.xlsx
CN[C@@H](Cc1cccc(O)c1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](C)C(=O)O,214259,mus,mu,mus-mu.xlsx
C[C@@H](C(=O)O)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)Cc1cccc(O)c1,214262,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccoc2)c2ccncc2)cc1,123360,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(/C(=C2\C[C@H]3CC[C@@H](C2)N3Cc2ccsc2)c2cccc(-c3nn[nH]n3)c2)cc1,123366,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccoc2)c2ccc(O)c(OC)c2)cc1,123495,mus,mu,mus-mu.xlsx
CCN(CC)C(=O)c1ccc(C(=C2CC3CCC(C2)N3CCc2ccccc2)c2ccccc2)cc1,123873,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(/C(=C2\C[C@H]3CC[C@@H](C2)N3Cc2ccccn2)c2ccc(C(=O)N(C)C)cc2)cc1,123874,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccoc2)c2ccc(C(C)=O)cc2)cc1,124097,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(C2=CN(O)C=CC2)=C2CC3CCC(C2)N3Cc2ccoc2)cc1,124144,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccoc2)c2cccc(CO)c2)cc1,124154,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(/C(=C2/C[C@H]3CC[C@@H](C2)N3Cc2ccsc2)c2cccc(-c3nn[nH]n3)c2)cc1,124342,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3CCc2ccccc2)c2ccccc2)cc1,124389,mus,mu,mus-mu.xlsx
NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1Cc2ccccc2[C@@H]1NC(=O)[C@@H](N)Cc1ccc(O)cc1,124393,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccoc2)c2cnc3ccccc3c2)cc1,124415,mus,mu,mus-mu.xlsx
NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCC[C@H]1NC(=O)[C@@H](N)Cc1ccc(O)cc1,124436,mus,mu,mus-mu.xlsx
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]1CCCC[C@@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,124444,mus,mu,mus-mu.xlsx
NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCC[C@@H]1NC(=O)[C@@H](N)Cc1ccc(O)cc1,124549,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccoc2)c2c(C)noc2C)cc1,125114,mus,mu,mus-mu.xlsx
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H]1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,125234,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccoc2)c2ccccn2)cc1,125587,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccoc2)c2ccc(C(N)=O)cc2)cc1,126452,mus,mu,mus-mu.xlsx
NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCC[C@H]1NC(=O)[C@@H](N)Cc1ccc(O)cc1,127297,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccoc2)c2cccc(CN)c2)cc1,127358,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(Br)=C2CC3CCC(C2)N3Cc2ccoc2)cc1,127366,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccoc2)c2cccc(N)c2)cc1,127367,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(/C(=C2\C[C@H]3CC[C@@H](C2)N3Cc2ccsc2)c2ccc(CO)cc2)cc1,127610,mus,mu,mus-mu.xlsx
NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H]1Cc2ccccc2[C@H]1NC(=O)[C@@H](N)Cc1ccc(O)cc1,135356,mus,mu,mus-mu.xlsx
CC(=O)O[C@@H]1[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]1COC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1,155322,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccoc2)c2ccc(N(C)C)cc2)cc1,161936,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccoc2)c2cccc(-c3nn[nH]n3)c2)cc1,165992,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccoc2)c2cnccn2)cc1,166152,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccoc2)c2ccc(C(=O)O)cc2)cc1,166341,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccoc2)c2ccc(NC(C)=O)cc2)cc1,166440,mus,mu,mus-mu.xlsx
C=C(C)CCN1C2CCC1CC(=C(c1ccc(C(=O)NCC)cc1)c1cccc(C(C)=O)c1)C2,168476,mus,mu,mus-mu.xlsx
CCNC(=O)c1ccc(C(C2=CN(OC)C=CC2)=C2CC3CCC(C2)N3Cc2ccoc2)cc1,168522,mus,mu,mus-mu.xlsx
C[C@@H](c1ccccc1)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O,216137,mus,mu,mus-mu.xlsx
CC[C@@H]1CN2CC[C@@]3(C(=O)c4c(OC)cccc4N3C)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,171345,mus,mu,mus-mu.xlsx
O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccc2sccc2c1,176351,mus,mu,mus-mu.xlsx
O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccc2ccsc2c1,176352,mus,mu,mus-mu.xlsx
O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cccc2occc12,176402,mus,mu,mus-mu.xlsx
O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cccc2ccsc12,176407,mus,mu,mus-mu.xlsx
O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccc2sccc2c1,176408,mus,mu,mus-mu.xlsx
O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccc2occc2c1,176435,mus,mu,mus-mu.xlsx
O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1csc2ccccc12,176458,mus,mu,mus-mu.xlsx
O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cc2ccccc2o1,176492,mus,mu,mus-mu.xlsx
O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cc2ccccc2s1,176555,mus,mu,mus-mu.xlsx
O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1coc2ccccc12,176557,mus,mu,mus-mu.xlsx
O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1csc2ccccc12,176571,mus,mu,mus-mu.xlsx
O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccc2ccoc2c1,176572,mus,mu,mus-mu.xlsx
O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1coc2ccccc12,176584,mus,mu,mus-mu.xlsx
O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cccc2occc12,176585,mus,mu,mus-mu.xlsx
O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cccc2ccsc12,176601,mus,mu,mus-mu.xlsx
O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccc2ccoc2c1,176602,mus,mu,mus-mu.xlsx
O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cccc2sccc12,176642,mus,mu,mus-mu.xlsx
O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccc2occc2c1,176676,mus,mu,mus-mu.xlsx
O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccc2ccsc2c1,176720,mus,mu,mus-mu.xlsx
O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cccc2ccoc12,176738,mus,mu,mus-mu.xlsx
O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cccc2ccoc12,176770,mus,mu,mus-mu.xlsx
O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cccc2sccc12,176786,mus,mu,mus-mu.xlsx
COc1ccc2c3c1OC[C@H]1CC[C@]4(O)[C@H](C2)N(C)CC[C@@]34C1,178633,mus,mu,mus-mu.xlsx
CNC(=O)COCC(=O)NCCCCCCCCCNC(=O)COCC(=O)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,179635,mus,mu,mus-mu.xlsx
Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccc(NC(=O)COCC(=O)NCCCCCCCNC(=O)COCC(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)cc1,180255,mus,mu,mus-mu.xlsx
CC1(C)CN2C(CS/C(=N\[C@H]3CC[C@H](CNC(=O)COCC(=O)NCCCCCCNC(=O)COCC(=O)N[C@@H]4CC[C@@]5(O)[C@H]6Cc7ccc(O)c8c7[C@@]5(CCN6CC5CC5)[C@H]4O8)CC3)NC3CCCCC3)=CSC2=N1,180408,mus,mu,mus-mu.xlsx
CNC(=O)COCC(=O)NCCCCCCNC(=O)COCC(=O)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,180430,mus,mu,mus-mu.xlsx
CNC(=O)COCC(=O)NCCCCNC(=O)COCC(=O)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,180540,mus,mu,mus-mu.xlsx
Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1cccc(NC(=O)COCC(=O)NCCCCCCCNC(=O)COCC(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)c1,181318,mus,mu,mus-mu.xlsx
Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccc(NC(=O)COCC(=O)NCCCCCCCCCNC(=O)COCC(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)cc1,181374,mus,mu,mus-mu.xlsx
CC1(C)CN2C(CS/C(=N\[C@H]3CC[C@H](CNC(=O)COCC(=O)NCCCCCCCCNC(=O)COCC(=O)N[C@@H]4CC[C@@]5(O)[C@H]6Cc7ccc(O)c8c7[C@@]5(CCN6CC5CC5)[C@H]4O8)CC3)NC3CCCCC3)=CSC2=N1,182005,mus,mu,mus-mu.xlsx
CC1(C)CN2C(CS/C(N)=N\[C@H]3CC[C@H](CNC(=O)COCC(=O)NCCCCNC(=O)COCC(=O)N[C@@H]4CC[C@@]5(O)[C@H]6Cc7ccc(O)c8c7[C@@]5(CCN6CC5CC5)[C@H]4O8)CC3)=CSC2=N1,182407,mus,mu,mus-mu.xlsx
Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccc(NC(=O)COCC(=O)NCCCCCNC(=O)COCC(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)cc1,183441,mus,mu,mus-mu.xlsx
O=C(N[C@H]1C=C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cccc2cc[nH]c12,184766,mus,mu,mus-mu.xlsx
O=C(N[C@@H]1C=C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1c[nH]c2ccccc12,188620,mus,mu,mus-mu.xlsx
O=C(N[C@H]1C=C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1c[nH]c2ccccc12,188639,mus,mu,mus-mu.xlsx
Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccc(NC(=O)COCC(=O)NCCCCCCCNC(=O)COCC(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)cc1,216739,mus,mu,mus-mu.xlsx
CC(C)c1nnc(CCNC(=O)COCC(=O)NCCCCCNC(=O)COCC(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,216797,mus,mu,mus-mu.xlsx
CC(C)c1nnc(CCNC(=O)COCC(=O)NCCCCCCCCCNC(=O)COCC(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,217691,mus,mu,mus-mu.xlsx
CN(CCC(=O)O)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=N)N,190037,mus,mu,mus-mu.xlsx
COc1cccc([C@@]2(O)CCN(C(=O)Cc3cc(F)c(F)cc3F)C[C@@H]2CN(C)C)c1,193654,mus,mu,mus-mu.xlsx
COc1cccc(C2(O)CCN(C(=O)Cc3cccc(Br)c3)CC2CN(C)C)c1,193719,mus,mu,mus-mu.xlsx
COc1cccc(C2(O)CCN(C(=O)Cc3cccs3)CC2CN(C)C)c1,193787,mus,mu,mus-mu.xlsx
COc1cccc(C2(O)CCN(C(=O)C3(c4ccccc4)CCCCC3)CC2CN(C)C)c1,193797,mus,mu,mus-mu.xlsx
COc1cccc([C@]2(O)CCN(C(=O)Cc3cc(F)c(F)cc3F)C[C@H]2CN(C)C)c1,194136,mus,mu,mus-mu.xlsx
COc1cccc(C2(O)CCN(C(=O)CCc3cccc(C(F)(F)F)c3)CC2CN(C)C)c1,194312,mus,mu,mus-mu.xlsx
COc1cccc(C2(O)CCN(C(=O)Cc3ccc(Cl)cc3)CC2CN(C)C)c1,194573,mus,mu,mus-mu.xlsx
COC(=O)CC(SCC(N)C(=O)O)C(=O)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,204819,mus,mu,mus-mu.xlsx
COC(=O)CC(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,204820,mus,mu,mus-mu.xlsx
CCOC(=O)[C@H]1CNCC[C@H]1c1ccccc1,208211,mus,mu,mus-mu.xlsx
CCOC(=O)[C@@H]1CNCC[C@@H]1c1ccccc1,208479,mus,mu,mus-mu.xlsx
CCCCCCCCCCN1CCC(C(=O)CC)(c2cccc(O)c2)CC1,209314,mus,mu,mus-mu.xlsx
CCCCCCCCN1CCC(C(=O)CC)(c2cccc(O)c2)CC1,209611,mus,mu,mus-mu.xlsx
CCCCCCCCCN1CCC(C(=O)CC)(c2cccc(O)c2)CC1,209625,mus,mu,mus-mu.xlsx
CCCCCCCN1CCC(C(=O)CC)(c2cccc(O)c2)CC1,209684,mus,mu,mus-mu.xlsx
C/C=C\[C@@H]1[C@H]2CCC[C@]1(c1cccc(O)c1)CCN2CCc1ccccc1,1334,mus,mu,mus-mu.xlsx
C=C[C@@H]1[C@H]2CCC[C@]1(c1cccc(O)c1)CCN2CCc1ccccc1,1335,mus,mu,mus-mu.xlsx
C=C[C@H]1[C@H]2CCC[C@]1(c1cccc(O)c1)CCN2CCc1ccccc1,1336,mus,mu,mus-mu.xlsx
C/C=C\[C@H]1[C@H]2CCC[C@]1(c1cccc(O)c1)CCN2CCc1ccccc1,1337,mus,mu,mus-mu.xlsx
CCC(C)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,218605,mus,mu,mus-mu.xlsx
COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(CC2CC2)CCC314,218609,mus,mu,mus-mu.xlsx
CN1CCC23c4c5ccc(O)c4OC2C(OC2OC(C(=O)O)C(O)C(O)C2O)C=CC3C1C5,218607,mus,mu,mus-mu.xlsx
NC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C1CCCN1C(=O)C(N)Cc1ccc(O)cc1,218606,mus,mu,mus-mu.xlsx
C[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccccc1)[C@@H](C)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(N)=O,212983,mus,nop,mus-nop.xlsx
C[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(N)cc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccccc1)[C@@H](C)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(N)=O,213012,mus,nop,mus-nop.xlsx
C[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC[C@@H](N)Cc1ccccc1)[C@@H](C)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O,213054,mus,nop,mus-nop.xlsx
C[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccccc1)[C@@H](C)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(N)=O,213103,mus,nop,mus-nop.xlsx
