zinc_id,smiles
ZINC001526802053,CC[C@@H](C)c1ccccc1OCC(=O)N[C@@]1(C)CCCc2ccccc21
ZINC001526802054,CC[C@H](C)c1ccccc1OCC(=O)N[C@@]1(C)CCCc2ccccc21
ZINC001526802055,CC[C@@H](C)c1ccccc1OCC(=O)N[C@]1(C)CCCc2ccccc21
ZINC001526810460,C[C@]1(NC(=O)COc2ccc(Cl)c(Cl)c2)CCCc2ccccc21
ZINC001526810461,C[C@@]1(NC(=O)COc2ccc(Cl)c(Cl)c2)CCCc2ccccc21
ZINC001526810467,CC(C)(C)c1ccccc1OCC(=O)N[C@]1(C)CCCc2ccccc21
ZINC001526810468,CC(C)(C)c1ccccc1OCC(=O)N[C@@]1(C)CCCc2ccccc21
ZINC001534737264,CC(Oc1cccc(C(C)C)c1)C(=O)N[C@]1(C)CCCc2ccccc21
ZINC001534737265,CC(Oc1cccc(C(C)C)c1)C(=O)N[C@@]1(C)CCCc2ccccc21
ZINC001534737266,CC(Oc1cccc(C(C)C)c1)C(=O)N[C@@]1(C)CCCc2ccccc21
ZINC001534737267,CC(Oc1cccc(C(C)C)c1)C(=O)N[C@]1(C)CCCc2ccccc21
ZINC001536655408,Cc1ccc(Cl)c(OC(C)C(=O)N[C@@]2(C)CCCc3ccccc32)c1
ZINC001536655409,Cc1ccc(Cl)c(OC(C)C(=O)N[C@]2(C)CCCc3ccccc32)c1
ZINC001536655410,Cc1ccc(Cl)c(OC(C)C(=O)N[C@@]2(C)CCCc3ccccc32)c1
ZINC001536655411,Cc1ccc(Cl)c(OC(C)C(=O)N[C@]2(C)CCCc3ccccc32)c1
ZINC001538711578,CCCCc1ccc(CC(=O)N[C@H](CN2CCCC2)c2ccccc2)cc1
ZINC001560722631,Cc1cc(Cl)cc(C)c1CN1CCC(n2c(=O)[nH]c3ccccc32)CC1
ZINC001560722912,CCc1cccc(Cl)c1CN1CCC(n2c(=O)[nH]c3ccccc32)CC1
ZINC001583360369,C[C@]1(NC(=O)COc2cc(Cl)cc(Cl)c2)CCCc2ccccc21
ZINC001583360370,C[C@@]1(NC(=O)COc2cc(Cl)cc(Cl)c2)CCCc2ccccc21
ZINC001583361875,C[C@]1(NC(=O)COc2ccc(Cl)cc2Cl)CCCc2ccccc21
ZINC001583361876,C[C@@]1(NC(=O)COc2ccc(Cl)cc2Cl)CCCc2ccccc21
ZINC001652266285,Cn1cc(CCNC2CCC(c3ccc(O)cc3)CC2)c2ccc(F)cc21
ZINC000290623090,C[C@@H]1C[C@H](C)CN(C[C@@H](C)Nc2nccc(C(N)=O)c2[N+](=O)[O-])C1
ZINC000290623092,C[C@@H]1C[C@@H](C)CN(C[C@@H](C)Nc2nccc(C(N)=O)c2[N+](=O)[O-])C1
ZINC000290623094,C[C@@H]1C[C@H](C)CN(C[C@H](C)Nc2nccc(C(N)=O)c2[N+](=O)[O-])C1
ZINC000290623095,C[C@@H]1C[C@@H](C)CN(C[C@H](C)Nc2nccc(C(N)=O)c2[N+](=O)[O-])C1
ZINC000291217682,CCCN(CCN1CCCCC1)c1nccc(C(N)=O)c1[N+](=O)[O-]
ZINC000295866973,CCOC(=O)c1ccnc(NCCN2CCC(O)CC2)c1[N+](=O)[O-]
ZINC000295904749,O=[N+]([O-])c1cc(Br)cnc1NCCN1CCC(O)CC1
ZINC000296092954,O=[N+]([O-])c1cnc(NCCN2CCC(O)CC2)c(Br)c1
ZINC000413318523,O=[N+]([O-])c1cnc(NCCN2CCC(O)CC2)c(C(F)(F)F)c1
ZINC000563204500,CN(C)C1CCN(CCNc2ncc(C(=O)O)cc2[N+](=O)[O-])CC1
ZINC000566012811,Cc1cc(C(=O)O)c([N+](=O)[O-])c(NCCN2CCCC(C)(C)C2)n1
ZINC000568782544,CC(C)Oc1nc(N[C@@H](CO)CN2CCCCC2)ccc1[N+](=O)[O-]
ZINC000568782545,CC(C)Oc1nc(N[C@H](CO)CN2CCCCC2)ccc1[N+](=O)[O-]
ZINC000569488358,CN(C)C1CCN(CCNc2nc(C(=O)O)ccc2[N+](=O)[O-])CC1
ZINC000574159172,Cc1cc(C(=O)O)c([N+](=O)[O-])c(NC[C@@H](C)N2CCC[C@H](C)C2)n1
ZINC000574159174,Cc1cc(C(=O)O)c([N+](=O)[O-])c(NC[C@H](C)N2CCC[C@H](C)C2)n1
ZINC000574159175,Cc1cc(C(=O)O)c([N+](=O)[O-])c(NC[C@H](C)N2CCC[C@@H](C)C2)n1
ZINC000574159176,Cc1cc(C(=O)O)c([N+](=O)[O-])c(NC[C@@H](C)N2CCC[C@@H](C)C2)n1
ZINC000587993754,COC(=O)c1ccc([N+](=O)[O-])c(NCCN2CCC(OC)CC2)n1
ZINC000594557838,COC1CCN(CCNc2ccc([N+](=O)[O-])c(OC(C)C)n2)CC1
ZINC000598603839,COC(=O)c1ccnc(NCCN2CCC(OC)CC2)c1[N+](=O)[O-]
ZINC000616374633,COC(=O)c1cnc(NCCN2CCC(OC)CC2)c([N+](=O)[O-])c1
ZINC000721846536,NC1CCN(CCNc2ncc([N+](=O)[O-])cc2Br)CC1
ZINC001160748481,COC(=O)c1cc([N+](=O)[O-])cnc1NCCN1CCC(F)(F)CC1
ZINC001160749087,COC(=O)c1cnc(NCCN2CCC(F)(F)CC2)c([N+](=O)[O-])c1
ZINC001160749490,COC(=O)c1ccnc(NCCN2CCC(F)(F)CC2)c1[N+](=O)[O-]
ZINC001160753350,COC(=O)c1ccc([N+](=O)[O-])c(NCCN2CCC(F)(F)CC2)n1
ZINC001161871169,CN(C)/C=C/c1cc(NCCN2CCC(N)CC2)ncc1[N+](=O)[O-]
ZINC001161871202,CCOC(=O)c1cc([N+](=O)[O-])cnc1NCCN1CCC(N)CC1
ZINC001161873065,CCOC(=O)c1ccnc(NCCN2CCC(N)CC2)c1[N+](=O)[O-]
ZINC001326371603,CN(C)C1CCN(CCNc2nccc(C(=O)O)c2[N+](=O)[O-])CC1
ZINC001610437943,Cc1cc(C(=O)O)c([N+](=O)[O-])c(N[C@@H](CO)CN2CCCCC2)n1
ZINC001610437946,Cc1cc(C(=O)O)c([N+](=O)[O-])c(N[C@H](CO)CN2CCCCC2)n1
ZINC000077928744,CCOC(=O)c1ccnc(NCCN2CCC(C)CC2)c1[N+](=O)[O-]
ZINC000077928873,CCOC(=O)c1ccnc(NCCN2CCC[C@H](C)C2)c1[N+](=O)[O-]
ZINC000077928874,CCOC(=O)c1ccnc(NCCN2CCC[C@@H](C)C2)c1[N+](=O)[O-]
ZINC000133350349,CCOC(=O)c1ccnc(N[C@@H](C)CN2CCCCC2)c1[N+](=O)[O-]
ZINC000133350551,CCOC(=O)c1ccnc(N[C@H](C)CN2CCCCC2)c1[N+](=O)[O-]
ZINC000153901748,CN(C)C1CCN(CCNc2ncc(Cl)cc2[N+](=O)[O-])CC1
ZINC000189298006,CC[C@@H]1CCCCN1CCNc1ncc(C(=O)OC)cc1[N+](=O)[O-]
ZINC000189298028,CC[C@H]1CCCCN1CCNc1ncc(C(=O)OC)cc1[N+](=O)[O-]
ZINC000267193670,CN(C)C1CCN(CCNc2ncc([N+](=O)[O-])cc2Cl)CC1
ZINC000285974105,COC(=O)c1ccc([N+](=O)[O-])c(N[C@@H](C)CN2CCC[C@@H](C)C2)n1
ZINC000285974107,COC(=O)c1ccc([N+](=O)[O-])c(N[C@H](C)CN2CCC[C@H](C)C2)n1
ZINC000285974111,COC(=O)c1ccc([N+](=O)[O-])c(N[C@@H](C)CN2CCC[C@H](C)C2)n1
ZINC000285974114,COC(=O)c1ccc([N+](=O)[O-])c(N[C@H](C)CN2CCC[C@@H](C)C2)n1
ZINC000286053369,COC(=O)c1ccc([N+](=O)[O-])c(NC[C@H](C)N2CCC[C@@H](C)C2)n1
ZINC000286053374,COC(=O)c1ccc([N+](=O)[O-])c(NC[C@@H](C)N2CCC[C@H](C)C2)n1
ZINC000286053379,COC(=O)c1ccc([N+](=O)[O-])c(NC[C@H](C)N2CCC[C@H](C)C2)n1
ZINC000286053383,COC(=O)c1ccc([N+](=O)[O-])c(NC[C@@H](C)N2CCC[C@@H](C)C2)n1
ZINC000290487513,CC1CCN([C@@H](CNc2nccc(C(N)=O)c2[N+](=O)[O-])C(C)C)CC1
ZINC000290487517,CC1CCN([C@H](CNc2nccc(C(N)=O)c2[N+](=O)[O-])C(C)C)CC1
ZINC000290532909,C[C@@H]1CCCN(C(C)(C)CNc2nccc(C(N)=O)c2[N+](=O)[O-])C1
ZINC000290532912,C[C@H]1CCCN(C(C)(C)CNc2nccc(C(N)=O)c2[N+](=O)[O-])C1
ZINC000302659472,COC(=O)c1cnc(NC[C@H](C)N2CCC[C@@H](C)C2)c([N+](=O)[O-])c1
ZINC000302660403,COC(=O)c1cnc(NC[C@@H](C)N2CCC[C@H](C)C2)c([N+](=O)[O-])c1
ZINC000302660404,COC(=O)c1cnc(NC[C@H](C)N2CCC[C@H](C)C2)c([N+](=O)[O-])c1
ZINC000302660406,COC(=O)c1cnc(NC[C@@H](C)N2CCC[C@@H](C)C2)c([N+](=O)[O-])c1
ZINC000302761146,COC(=O)c1cnc(N[C@@H](C)CN2CCC[C@@H](C)C2)c([N+](=O)[O-])c1
ZINC000302761149,COC(=O)c1cnc(N[C@H](C)CN2CCC[C@H](C)C2)c([N+](=O)[O-])c1
ZINC000302761151,COC(=O)c1cnc(N[C@@H](C)CN2CCC[C@H](C)C2)c([N+](=O)[O-])c1
ZINC000302761153,COC(=O)c1cnc(N[C@H](C)CN2CCC[C@@H](C)C2)c([N+](=O)[O-])c1
ZINC000341528877,COC(=O)c1ccc([N+](=O)[O-])c(NC[C@H](C)N2CCCC[C@H]2C)n1
ZINC000341528878,COC(=O)c1ccc([N+](=O)[O-])c(NC[C@@H](C)N2CCCC[C@@H]2C)n1
ZINC000341528880,COC(=O)c1ccc([N+](=O)[O-])c(NC[C@H](C)N2CCCC[C@@H]2C)n1
ZINC000341528882,COC(=O)c1ccc([N+](=O)[O-])c(NC[C@@H](C)N2CCCC[C@H]2C)n1
ZINC000342134886,CC[C@@H]1CCCCN1CCNc1nc(C(=O)OC)ccc1[N+](=O)[O-]
ZINC000342134914,CC[C@H]1CCCCN1CCNc1nc(C(=O)OC)ccc1[N+](=O)[O-]
ZINC000343113806,COC(=O)c1ccc([N+](=O)[O-])c(NCCN2CCCC(C)(C)C2)n1
ZINC000358150396,COC(=O)c1cnc(NC[C@H](C)N2CCCC[C@H]2C)c([N+](=O)[O-])c1
ZINC000358150397,COC(=O)c1cnc(NC[C@@H](C)N2CCCC[C@@H]2C)c([N+](=O)[O-])c1
ZINC000358150398,COC(=O)c1cnc(NC[C@H](C)N2CCCC[C@@H]2C)c([N+](=O)[O-])c1
ZINC000358150400,COC(=O)c1cnc(NC[C@@H](C)N2CCCC[C@H]2C)c([N+](=O)[O-])c1
ZINC000443948206,COC(=O)c1cnc(NCCN2CCCC(C)(C)C2)c([N+](=O)[O-])c1
ZINC000567978019,Cc1cc(C(=O)O)c([N+](=O)[O-])c(NCCN2[C@@H](C)CCC[C@@H]2C)n1
ZINC000567978020,Cc1cc(C(=O)O)c([N+](=O)[O-])c(NCCN2[C@H](C)CCC[C@@H]2C)n1
ZINC000567978021,Cc1cc(C(=O)O)c([N+](=O)[O-])c(NCCN2[C@H](C)CCC[C@H]2C)n1
ZINC000576043632,C[C@@H]1C[C@H](C)CN(C[C@@H](C)Nc2nccc(C(=O)O)c2[N+](=O)[O-])C1
ZINC000576043633,C[C@@H]1C[C@@H](C)CN(C[C@@H](C)Nc2nccc(C(=O)O)c2[N+](=O)[O-])C1
ZINC000576043634,C[C@@H]1C[C@H](C)CN(C[C@H](C)Nc2nccc(C(=O)O)c2[N+](=O)[O-])C1
ZINC000576043635,C[C@@H]1C[C@@H](C)CN(C[C@H](C)Nc2nccc(C(=O)O)c2[N+](=O)[O-])C1
ZINC000577614492,CC[C@@H]1CCCCN1CCNc1nc(C)cc(C(=O)O)c1[N+](=O)[O-]
ZINC000577614493,CC[C@H]1CCCCN1CCNc1nc(C)cc(C(=O)O)c1[N+](=O)[O-]
ZINC000578872525,C[C@@H]1C[C@H](C)CN(C[C@@H](C)Nc2ncc(C(=O)O)cc2[N+](=O)[O-])C1
ZINC000578872526,C[C@@H]1C[C@@H](C)CN(C[C@@H](C)Nc2ncc(C(=O)O)cc2[N+](=O)[O-])C1
ZINC000578872527,C[C@@H]1C[C@H](C)CN(C[C@H](C)Nc2ncc(C(=O)O)cc2[N+](=O)[O-])C1
ZINC000578872528,C[C@@H]1C[C@@H](C)CN(C[C@H](C)Nc2ncc(C(=O)O)cc2[N+](=O)[O-])C1
ZINC000581074670,C[C@@H]1C[C@H](C)CN(C[C@@H](C)Nc2nc(C(=O)O)ccc2[N+](=O)[O-])C1
ZINC000581074673,C[C@@H]1C[C@@H](C)CN(C[C@@H](C)Nc2nc(C(=O)O)ccc2[N+](=O)[O-])C1
ZINC000581074675,C[C@@H]1C[C@H](C)CN(C[C@H](C)Nc2nc(C(=O)O)ccc2[N+](=O)[O-])C1
ZINC000581074677,C[C@@H]1C[C@@H](C)CN(C[C@H](C)Nc2nc(C(=O)O)ccc2[N+](=O)[O-])C1
ZINC000593514854,CCOC(=O)c1ccnc(N(C)CCN2CCCCC2)c1[N+](=O)[O-]
ZINC000593517229,COC(=O)c1cc(C)nc(N(C)CCN2CCCCC2)c1[N+](=O)[O-]
ZINC000596487956,COC(=O)c1ccc([N+](=O)[O-])c(N[C@H](C)CN2CCC(C)CC2)n1
ZINC000596487957,COC(=O)c1ccc([N+](=O)[O-])c(N[C@@H](C)CN2CCC(C)CC2)n1
ZINC000596488481,COC(=O)c1cnc(N[C@H](C)CN2CCC(C)CC2)c([N+](=O)[O-])c1
ZINC000596488482,COC(=O)c1cnc(N[C@@H](C)CN2CCC(C)CC2)c([N+](=O)[O-])c1
ZINC000598587834,COC(=O)c1ccnc(N[C@@H](C)CN2CCC[C@@H](C)C2)c1[N+](=O)[O-]
ZINC000598587835,COC(=O)c1ccnc(N[C@H](C)CN2CCC[C@H](C)C2)c1[N+](=O)[O-]
ZINC000598587836,COC(=O)c1ccnc(N[C@@H](C)CN2CCC[C@H](C)C2)c1[N+](=O)[O-]
ZINC000598587837,COC(=O)c1ccnc(N[C@H](C)CN2CCC[C@@H](C)C2)c1[N+](=O)[O-]
ZINC000598589786,COC(=O)c1ccnc(NC[C@H](C)N2CCCC[C@H]2C)c1[N+](=O)[O-]
ZINC000598589787,COC(=O)c1ccnc(NC[C@@H](C)N2CCCC[C@@H]2C)c1[N+](=O)[O-]
ZINC000598589788,COC(=O)c1ccnc(NC[C@H](C)N2CCCC[C@@H]2C)c1[N+](=O)[O-]
ZINC000598589789,COC(=O)c1ccnc(NC[C@@H](C)N2CCCC[C@H]2C)c1[N+](=O)[O-]
ZINC000598590863,COC(=O)c1ccnc(NC[C@H](C)N2CCC[C@@H](C)C2)c1[N+](=O)[O-]
ZINC000598590864,COC(=O)c1ccnc(NC[C@@H](C)N2CCC[C@H](C)C2)c1[N+](=O)[O-]
ZINC000598590866,COC(=O)c1ccnc(NC[C@H](C)N2CCC[C@H](C)C2)c1[N+](=O)[O-]
ZINC000598590868,COC(=O)c1ccnc(NC[C@@H](C)N2CCC[C@@H](C)C2)c1[N+](=O)[O-]
ZINC000598596650,CC[C@@H]1CCCCN1CCNc1nccc(C(=O)OC)c1[N+](=O)[O-]
ZINC000598596651,CC[C@H]1CCCCN1CCNc1nccc(C(=O)OC)c1[N+](=O)[O-]
ZINC000910364258,CCCN(CCN1CCCCC1)c1nccc(C(=O)O)c1[N+](=O)[O-]
ZINC001160749058,COc1cc(C)nc(NCCN2CCC(F)(F)CC2)c1[N+](=O)[O-]
ZINC001160749399,O=[N+]([O-])c1cnc(NCCN2CCC(F)(F)CC2)c([N+](=O)[O-])c1
ZINC001161867325,NC1CCN(CCNc2nc(Cl)c(Cl)cc2[N+](=O)[O-])CC1
ZINC001161867943,NC1CCN(CCNc2nc(Cl)cc(Cl)c2[N+](=O)[O-])CC1
ZINC000029177511,O=C(Cc1ccccc1[N+](=O)[O-])N[C@H](CN1CCCC1)c1ccccc1
ZINC000029177547,O=C(Cc1ccc([N+](=O)[O-])cc1)N[C@H](CN1CCCC1)c1ccccc1
ZINC000047540860,O=c1[nH]c2ccccc2n1C1CCN(Cc2cc(F)ccc2[N+](=O)[O-])CC1
ZINC000051286112,Cc1c(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)cccc1[N+](=O)[O-]
ZINC000052723714,O=c1[nH]c2ccccc2n1C1CCN(Cc2cccc([N+](=O)[O-])c2)CC1
ZINC000070794239,O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc([N+](=O)[O-])cc2)CC1
ZINC000070794258,O=c1[nH]c2ccccc2n1C1CCN(Cc2ccccc2[N+](=O)[O-])CC1
ZINC000103465527,O=c1[nH]c2ccccc2n1C1CCN(Cc2c(F)cccc2[N+](=O)[O-])CC1
ZINC000160832225,Cc1c(CC(=O)N[C@H](CN2CCCC2)c2ccccc2)cccc1[N+](=O)[O-]
ZINC000165735323,Cc1c([N+](=O)[O-])cnc(NCCN2CCC(C)CC2)c1Br
ZINC000165743084,Cc1c([N+](=O)[O-])cnc(N[C@@H](C)CN2CCCCC2)c1Br
ZINC000165743202,Cc1c([N+](=O)[O-])cnc(N[C@H](C)CN2CCCCC2)c1Br
ZINC000172741692,O=C(Cc1cccc([N+](=O)[O-])c1)N[C@H](CN1CCCC1)c1ccccc1
ZINC000179782591,Cc1ccc(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)cc1[N+](=O)[O-]
ZINC000301526131,C[C@@H]1CCCN(C[C@@H](C)Nc2ncc([N+](=O)[O-])cc2Br)C1
ZINC000301526133,C[C@@H]1CCCN(C[C@H](C)Nc2ncc([N+](=O)[O-])cc2Br)C1
ZINC000301526134,C[C@H]1CCCN(C[C@H](C)Nc2ncc([N+](=O)[O-])cc2Br)C1
ZINC000301526137,C[C@H]1CCCN(C[C@@H](C)Nc2ncc([N+](=O)[O-])cc2Br)C1
ZINC000301563851,CC[C@@H]1CCCCN1CCNc1ncc([N+](=O)[O-])cc1Br
ZINC000301563852,CC[C@H]1CCCCN1CCNc1ncc([N+](=O)[O-])cc1Br
ZINC000301577612,C[C@@H]1CCCN([C@H](C)CNc2ncc([N+](=O)[O-])cc2Br)C1
ZINC000301577614,C[C@@H]1CCCN([C@@H](C)CNc2ncc([N+](=O)[O-])cc2Br)C1
ZINC000301577616,C[C@H]1CCCN([C@@H](C)CNc2ncc([N+](=O)[O-])cc2Br)C1
ZINC000301577618,C[C@H]1CCCN([C@H](C)CNc2ncc([N+](=O)[O-])cc2Br)C1
ZINC000301682809,C[C@@H]1CCCN(C[C@@H](C)Nc2ncc(Br)cc2[N+](=O)[O-])C1
ZINC000301682810,C[C@@H]1CCCN(C[C@H](C)Nc2ncc(Br)cc2[N+](=O)[O-])C1
ZINC000301682811,C[C@H]1CCCN(C[C@H](C)Nc2ncc(Br)cc2[N+](=O)[O-])C1
ZINC000301682812,C[C@H]1CCCN(C[C@@H](C)Nc2ncc(Br)cc2[N+](=O)[O-])C1
ZINC000301703331,C[C@@H]1CCCN([C@H](C)CNc2ncc(Br)cc2[N+](=O)[O-])C1
ZINC000301703332,C[C@@H]1CCCN([C@@H](C)CNc2ncc(Br)cc2[N+](=O)[O-])C1
ZINC000301703333,C[C@H]1CCCN([C@@H](C)CNc2ncc(Br)cc2[N+](=O)[O-])C1
ZINC000301703334,C[C@H]1CCCN([C@H](C)CNc2ncc(Br)cc2[N+](=O)[O-])C1
ZINC000443954719,CC1(C)CCCN(CCNc2ncc([N+](=O)[O-])cc2Br)C1
ZINC000474785277,C[C@@H]1CCCCN1[C@H](C)CNc1ncc(Br)cc1[N+](=O)[O-]
ZINC000474785278,C[C@@H]1CCCCN1[C@@H](C)CNc1ncc(Br)cc1[N+](=O)[O-]
ZINC000474785279,C[C@H]1CCCCN1[C@@H](C)CNc1ncc(Br)cc1[N+](=O)[O-]
ZINC000474785280,C[C@H](CNc1ncc(Br)cc1[N+](=O)[O-])N1CCCC[C@@H]1C
ZINC000485178151,C[C@@H]1CCCCN1[C@H](C)CNc1ncc([N+](=O)[O-])cc1Br
ZINC000485178152,C[C@@H]1CCCCN1[C@@H](C)CNc1ncc([N+](=O)[O-])cc1Br
ZINC000485178153,C[C@H]1CCCCN1[C@@H](C)CNc1ncc([N+](=O)[O-])cc1Br
ZINC000485178154,C[C@H](CNc1ncc([N+](=O)[O-])cc1Br)N1CCCC[C@@H]1C
ZINC000506127730,COc1cc(OCC(=O)N[C@@]2(C)CCCc3ccccc32)ccc1[N+](=O)[O-]
ZINC000506127731,COc1cc(OCC(=O)N[C@]2(C)CCCc3ccccc32)ccc1[N+](=O)[O-]
ZINC000549343688,O=c1[nH]c2ccccc2n1C1CCN(Cc2cc(O)ccc2[N+](=O)[O-])CC1
ZINC000593021386,O=C(Cc1ccc(F)cc1[N+](=O)[O-])N[C@H](CN1CCCC1)c1ccccc1
ZINC000609963060,CCOC(=O)c1ccnc(NCC(C)(C)N2CCC[C@@H](C)C2)c1[N+](=O)[O-]
ZINC000609963061,CCOC(=O)c1ccnc(NCC(C)(C)N2CCC[C@H](C)C2)c1[N+](=O)[O-]
ZINC000731624965,C[C@]1(NC(=O)COc2ccc(C=O)cc2[N+](=O)[O-])CCCc2ccccc21
ZINC000731624966,C[C@@]1(NC(=O)COc2ccc(C=O)cc2[N+](=O)[O-])CCCc2ccccc21
ZINC000751238219,C[C@]1(NC(=O)COc2ccc([N+](=O)[O-])c(F)c2)CCCc2ccccc21
ZINC000751238222,C[C@@]1(NC(=O)COc2ccc([N+](=O)[O-])c(F)c2)CCCc2ccccc21
ZINC001160748768,O=[N+]([O-])c1cc(Cl)c(Cl)nc1NCCN1CCC(F)(F)CC1
ZINC001160749343,O=[N+]([O-])c1c(Cl)cc(Cl)nc1NCCN1CCC(F)(F)CC1
ZINC000091458762,COCCNC(=O)c1ccc(N[C@H](C)CN2C[C@H](C)C[C@H](C)C2)nc1
ZINC000091458763,COCCNC(=O)c1ccc(N[C@H](C)CN2C[C@@H](C)C[C@H](C)C2)nc1
ZINC000091458765,COCCNC(=O)c1ccc(N[C@H](C)CN2C[C@H](C)C[C@@H](C)C2)nc1
ZINC000113247776,CC[C@@H]1CCCCN1CCNc1ccc(C(=O)NCCOC)cn1
ZINC000113247777,CC[C@H]1CCCCN1CCNc1ccc(C(=O)NCCOC)cn1
ZINC000184131264,CC(C)OC(=O)c1cccnc1NCCN1CCC(N(C)C)CC1
ZINC000267148952,CN(C)C1CCN(CCNc2ccc(Br)cn2)CC1
ZINC000274869179,CN(C)C1CCN(CCNc2cc(Br)ccn2)CC1
ZINC000288201019,CN(C)C1CCN(CCNc2ncccc2Br)CC1
ZINC000292954596,CN(C)C1CCN(CCNc2cccc(C(=O)OC(C)(C)C)n2)CC1
ZINC000302547006,CN(C)C1CCN(CCNc2ccc(OC(F)(F)F)cn2)CC1
ZINC000302729574,C[C@@H]1C[C@H](C)CN(C[C@@H](C)Nc2ncccc2S(C)(=O)=O)C1
ZINC000302729575,C[C@@H]1C[C@@H](C)CN(C[C@H](C)Nc2ncccc2S(C)(=O)=O)C1
ZINC000302729576,C[C@@H]1C[C@@H](C)CN(C[C@@H](C)Nc2ncccc2S(C)(=O)=O)C1
ZINC000302729577,C[C@@H]1C[C@H](C)CN(C[C@H](C)Nc2ncccc2S(C)(=O)=O)C1
ZINC000342104140,C[C@@H]1CCCN(C(C)(C)CNc2ccc(S(C)(=O)=O)cn2)C1
ZINC000342104142,C[C@H]1CCCN(C(C)(C)CNc2ccc(S(C)(=O)=O)cn2)C1
ZINC000343355326,CCCN(CCN1CCCCC1)c1ccc(S(C)(=O)=O)cn1
ZINC000354244422,CC1CCN(CCNc2ccc(I)cn2)CC1
ZINC000354280824,C[C@@H]1CCCN(CCNc2ccc(I)cn2)C1
ZINC000354280826,C[C@H]1CCCN(CCNc2ccc(I)cn2)C1
ZINC000359485852,COCCNC(=O)c1ccc(N[C@@H](C)CN2C[C@H](C)C[C@H](C)C2)nc1
ZINC000430489259,CCOC(=O)c1cc(NCCN2CCC[C@@H](C)C2)ncc1Cl
ZINC000430489261,CCOC(=O)c1cc(NCCN2CCC[C@H](C)C2)ncc1Cl
ZINC000430519504,CCOC(=O)c1cc(NCCN2CCC(C)CC2)ncc1Cl
ZINC000432878870,CC(C)NS(=O)(=O)c1cccnc1N[C@@H](C)CN1CCCCC1
ZINC000432878871,CC(C)NS(=O)(=O)c1cccnc1N[C@H](C)CN1CCCCC1
ZINC000581841472,C[C@@H]1C[C@H](C)CN(C[C@@H](C)Nc2ccc(S(C)(=O)=O)cn2)C1
ZINC000581841473,C[C@@H]1C[C@@H](C)CN(C[C@H](C)Nc2ccc(S(C)(=O)=O)cn2)C1
ZINC000581841474,C[C@@H]1C[C@@H](C)CN(C[C@@H](C)Nc2ccc(S(C)(=O)=O)cn2)C1
ZINC000581841475,C[C@@H]1C[C@H](C)CN(C[C@H](C)Nc2ccc(S(C)(=O)=O)cn2)C1
ZINC000591922006,CN(C)C1CCN(CCNc2ncccc2C(=O)OC(C)(C)C)CC1
ZINC000619484675,CCOC(=O)c1cc(NCCN2CCC(OC)CC2)ncc1Cl
ZINC000663978158,CC(=O)c1ccc(C(F)(F)F)nc1NCCN1CCC(O)CC1
ZINC000681386909,CN(C)C1CCN(CCNc2ncc(Br)cc2F)CC1
ZINC000865585393,CN(C)C1CCN(CCNc2cccc(Br)n2)CC1
ZINC000882065986,COC(=O)c1cnc(NCCN2CCC(OC)CC2)c(Cl)c1
ZINC000892816947,CN(C)C1CCN(CCNc2cc(C(=O)OC(C)(C)C)ccn2)CC1
ZINC000910300566,COC1CCN(CCNc2nc(C(F)(F)F)ccc2C(=O)O)CC1
ZINC001160746940,CCOC(=O)Cc1cccnc1NCCN1CCC(F)(F)CC1
ZINC001160747387,Cc1cc(Cl)nc(NCCN2CCC(F)(F)CC2)c1C(N)=O
ZINC001160747918,COC(=O)c1ccc(NCCN2CCC(F)(F)CC2)nc1OC
ZINC001160748494,COC(=O)c1cnc(NCCN2CCC(F)(F)CC2)cc1OC
ZINC001160748683,NC(=O)c1cc(F)c(Cl)nc1NCCN1CCC(F)(F)CC1
ZINC001160748832,COC(=O)c1cc(F)c(C)nc1NCCN1CCC(F)(F)CC1
ZINC001160748947,COC(=O)c1cc(OC)cnc1NCCN1CCC(F)(F)CC1
ZINC001160749080,CNC(=O)c1nc(NCCN2CCC(F)(F)CC2)ccc1Cl
ZINC001160749148,CCOC(=O)Cc1ccc(NCCN2CCC(F)(F)CC2)nc1
ZINC001160749319,CCOC(=O)c1cnc(NCCN2CCC(F)(F)CC2)c(OC)c1
ZINC001160749443,CCOc1ccc(C(=O)OC)c(NCCN2CCC(F)(F)CC2)n1
ZINC001160752082,CCCNC(=O)c1cccnc1NCCN1CCC(F)(F)CC1
ZINC001160752085,CON(C)C(=O)c1cc(C)cnc1NCCN1CCC(F)(F)CC1
ZINC001160752265,CCCNC(=O)c1ccc(NCCN2CCC(F)(F)CC2)nc1
ZINC001160752306,COC(OC)c1c(CO)ccnc1NCCN1CCC(F)(F)CC1
ZINC001160752350,COC(=O)CSc1cccc(NCCN2CCC(F)(F)CC2)n1
ZINC001160753432,CCOC(=O)Cc1ccnc(NCCN2CCC(F)(F)CC2)c1
ZINC001160753522,COCCOC(=O)c1ccnc(NCCN2CCC(F)(F)CC2)c1
ZINC001161867316,CCOC(=O)c1c(Cl)cc(C)nc1NCCN1CCC(N)CC1
ZINC001161867418,CCOC(=O)c1c(C)cc(Cl)nc1NCCN1CCC(N)CC1
